track_id,track_artist,artist,track
0,DNA.;Kendrick Lamar,Kendrick Lamar,DNA.
8672,Price Tag;Jessi,Jessi,Price Tag
8673,On Everything;Travis Scott,Travis Scott,On Everything
8674,Relax With Me;PARTYNEXTDOOR,PARTYNEXTDOOR,Relax With Me
8675,Love Can Be;Vince Staples,Vince Staples,Love Can Be
8676,Unchanging Love;Mavado,Mavado,Unchanging Love
8677,Therapy;All Time Low,All Time Low,Therapy
8678,Quality Time;Hi-Five,Hi-Five,Quality Time
8679,Future;DJ Khaled,DJ Khaled,Future
8680,Major Bag Alert;DJ Khaled,DJ Khaled,Major Bag Alert
8681,It's Secured;Travis Scott,Travis Scott,It's Secured
8682,Billy Ocean;DJ Khaled,DJ Khaled,Billy Ocean
8683,I'm Gone;Eminem,Eminem,I'm Gone
8684,Don't Choose;dvsn,dvsn,Don't Choose
8685,Country Boy;Charlie Daniels,Charlie Daniels,Country Boy
8686,Good Life;Kanye West,Kanye West,Good Life
8687,Holy Key;Kendrick Lamar,Kendrick Lamar,Holy Key
8688,Da Baddest B***h;Trina,Trina,Da Baddest B***h
8689,I'll Be;Foxy Brown,Foxy Brown,I'll Be
8690,Yeah Right;Vince Staples,Vince Staples,Yeah Right
8691,Down for Life;PARTYNEXTDOOR,PARTYNEXTDOOR,Down for Life
8692,Don't Quit;Calvin Harris,Calvin Harris,Don't Quit
8693,Only;Drake,Drake,Only
8694,I Love You So Much;DJ Khaled,DJ Khaled,I Love You So Much
8695,Money;50 Cent,50 Cent,Money
8696,Tubthumping;Chumbawamba,Chumbawamba,Tubthumping
8697,Torn;Natalie Imbruglia,Natalie Imbruglia,Torn
8698,Warning;The Notorious B.I.G.,The Notorious B.I.G.,Warning
8699,Brother;Kodaline,Kodaline,Brother
8700,Sky's the Limit;The Notorious B.I.G.,The Notorious B.I.G.,Sky's the Limit
8701,56 Nights;DJ Esco,DJ Esco,56 Nights
8702,Hit This Hard;Post Malone,Post Malone,Hit This Hard
8703,My Place;Tweet,Tweet,My Place
8704,Interlude;Bell,Bell,Interlude
8705,Skyfall;Adele,Adele,Skyfall
8706,Situation;Yaz,Yaz,Situation
8707,"Steady, as She Goes;The Raconteurs",The Raconteurs,"Steady, as She Goes"
8708,Don't Quit;DJ Khaled,DJ Khaled,Don't Quit
8709,Iced Out My Arms;DJ Khaled,DJ Khaled,Iced Out My Arms
8710,Separate Ways;Journey,Journey,Separate Ways
8711,Le Freak;Chic,Chic,Le Freak
8712,Today;Brad Paisley,Brad Paisley,Today
8713,Bright;Kehlani,Kehlani,Bright
8714,King;Nine,Nine,King
8715,Herside Story;Hare Squead,Hare Squead,Herside Story
8716,Zealots;Fugees,Fugees,Zealots
8717,Intro;DJ Khaled,DJ Khaled,Intro
8718,Diggin' On You;TLC,TLC,Diggin' On You
8719,Cream;Blake,Blake,Cream
8720,Slow Down;Loose Ends,Loose Ends,Slow Down
8721,Everyday Struggle;The Notorious B.I.G.,The Notorious B.I.G.,Everyday Struggle
8722,Wicked Game;Stone Sour,Stone Sour,Wicked Game
8723,Land;Eva,Eva,Land
8724,Disconnect;Clean Bandit,Clean Bandit,Disconnect
8725,Little Monster;Royal Blood,Royal Blood,Little Monster
8726,Welcome To The Machine;Pink Floyd,Pink Floyd,Welcome To The Machine
8727,Pull Up;Swift,Swift,Pull Up
8728,Intro;DMX,DMX,Intro
8729,Crabs in a Bucket;Vince Staples,Vince Staples,Crabs in a Bucket
8730,On Everything;DJ Khaled,DJ Khaled,On Everything
8731,I'm Him;Sammie,Sammie,I'm Him
8732,Criminology;Raekwon,Raekwon,Criminology
8733,For However Long;Bryson Tiller,Bryson Tiller,For However Long
8734,Minority;Green Day,Green Day,Minority
8735,Grace Kelly;Mika,Mika,Grace Kelly
8736,Wrong One to Fuck With;Dying Fetus,Dying Fetus,Wrong One to Fuck With
8737,Focus;Ariana Grande,Ariana Grande,Focus
8738,Don't Go;Kevin Ross,Kevin Ross,Don't Go
8739,Wicked Ones;Dorothy,Dorothy,Wicked Ones
8740,Often;Abhi//Dijon,Abhi//Dijon,Often
8741,The Only Exception;Paramore,Paramore,The Only Exception
8742,Naughty Ride;Major Lazer,Major Lazer,Naughty Ride
8743,Part 1;Billy Idol,Billy Idol,Part 1
8744,Possum Kingdom;Toadies,Toadies,Possum Kingdom
8745,Work;French Montana,French Montana,Work
8746,Summer;Calvin Harris,Calvin Harris,Summer
8747,The Way;Run,Run,The Way
8748,To Be;Green,Green,To Be
8749,Player's Ball;OutKast,OutKast,Player's Ball
8750,When I Was Broke;Future,Future,When I Was Broke
8751,Livin' on a Prayer;Bon Jovi,Bon Jovi,Livin' on a Prayer
8752,Baila esta cumbia;Selena,Selena,Baila esta cumbia
8753,Jenny;Nothing More,Nothing More,Jenny
8754,I Ain't Mad at Cha;2Pac,2Pac,I Ain't Mad at Cha
8755,Look Me in the Eyes;Jonas Brothers,Jonas Brothers,Look Me in the Eyes
8756,Realla;TOKiMONSTA,TOKiMONSTA,Realla
8757,My B;The Notorious B.I.G.,The Notorious B.I.G.,My B
8758,My Heart Will Go On;Céline,Céline,My Heart Will Go On
8759,PLAYING WITH FIRE;BLACKPINK,BLACKPINK,PLAYING WITH FIRE
8760,High And Low;Empire of the Sun,Empire of the Sun,High And Low
8761,Relax;Frankie Goes to Hollywood,Frankie Goes to Hollywood,Relax
8762,Wind of Change;Scorpions,Scorpions,Wind of Change
8763,Lost in the Supermarket;The Clash,The Clash,Lost in the Supermarket
8764,Venus;Bananarama,Bananarama,Venus
8765,Open;Rhye,Rhye,Open
8766,Bust Your Windows;Jazmine Sullivan,Jazmine Sullivan,Bust Your Windows
8767,Night Call;Lil Yachty,Lil Yachty,Night Call
8768,Ice Cream;Ghostface Killah,Ghostface Killah,Ice Cream
8769,You Don't Get Me High Anymore;Three Days Grace,Three Days Grace,You Don't Get Me High Anymore
8770,Lady;D'angelo,D'angelo,Lady
8771,Who's Crying Now;Journey,Journey,Who's Crying Now
8772,Otra vez;Zion & Lennox,Zion & Lennox,Otra vez
8773,Glory;Bastille,Bastille,Glory
8774,Sabbath Bloody Sabbath;Black Sabbath,Black Sabbath,Sabbath Bloody Sabbath
8775,One Love;The Stone Roses,The Stone Roses,One Love
8776,I'm n Luv;Mike Jones,Mike Jones,I'm n Luv
8777,Something in the Way;Jorja Smith,Jorja Smith,Something in the Way
8778,Off That;Drake,Drake,Off That
8779,Cream;Prince,Prince,Cream
8780,Dead Presidents;Jay-Z,Jay-Z,Dead Presidents
8781,Rollin;LIV,LIV,Rollin
8782,Runnin’ Home to You;Grant Gustin,Grant Gustin,Runnin’ Home to You
8783,Children;Robert Miles,Robert Miles,Children
8784,Whiskey and You;Chris Stapleton,Chris Stapleton,Whiskey and You
8785,Time Bomb;Rancid,Rancid,Time Bomb
8786,Aerials;System of a Down,System of a Down,Aerials
8787,Land of Confusion;Disturbed,Disturbed,Land of Confusion
8788,Gettin' It;Too $hort,Too $hort,Gettin' It
8789,Yours;SG Lewis,SG Lewis,Yours
8790,Livin' Thing;Electric Light Orchestra,Electric Light Orchestra,Livin' Thing
8791,I'm Yours;Alessia Cara,Alessia Cara,I'm Yours
8792,Makings of You;Curtis Mayfield,Curtis Mayfield,Makings of You
8793,Fever;Peggy Lee,Peggy Lee,Fever
8794,Father Son Holy Smoke;Smino,Smino,Father Son Holy Smoke
8795,No Complaints;Metro Boomin,Metro Boomin,No Complaints
8796,Brick;Skippa da Flippa,Skippa da Flippa,Brick
8797,Carry On;Fun,Fun,Carry On
8798,Baby;LL Cool J,LL Cool J,Baby
8799,Insane;Korn,Korn,Insane
8800,Let Me Know (feat. Tori Solkowski);Witt Lowry,Witt Lowry,Let Me Know (feat. Tori Solkowski)
8801,Fever;Carly Rae Jepsen,Carly Rae Jepsen,Fever
8802,Mornin';Al Jarreau,Al Jarreau,Mornin'
8803,Star;Jaz,Jaz,Star
8804,Go to War;Nothing More,Nothing More,Go to War
8805,2 Lovin U;DJ Premier,DJ Premier,2 Lovin U
8806,Moonlighting;Al Jarreau,Al Jarreau,Moonlighting
8807,Skrt;Kodak Black,Kodak Black,Skrt
8808,Gone;*NSYNC,*NSYNC,Gone
8809,Throw Sum Mo;Rae Sremmurd,Rae Sremmurd,Throw Sum Mo
8810,Lollipop;Lil Wayne,Lil Wayne,Lollipop
8811,Come Over;James Fauntleroy,James Fauntleroy,Come Over
8812,Remedy;The Black Crowes,The Black Crowes,Remedy
8813,Jersey;Future,Future,Jersey
8814,Runnin' Down a Dream;Tom Petty,Tom Petty,Runnin' Down a Dream
8815,I Want It That Way;Backstreet Boys,Backstreet Boys,I Want It That Way
8816,One More Chance;The Notorious B.I.G.,The Notorious B.I.G.,One More Chance
8817,Heaven & Hell;Raekwon,Raekwon,Heaven & Hell
8818,Intro;RAS,RAS,Intro
8819,Where the Hell Are My Friends;LANY,LANY,Where the Hell Are My Friends
8820,Beast and the Harlot;Avenged Sevenfold,Avenged Sevenfold,Beast and the Harlot
8821,Picture Perfect;Escape the Fate,Escape the Fate,Picture Perfect
8822,Sometimes;N.O.R.E.,N.O.R.E.,Sometimes
8823,Imitadora;Romeo Santos,Romeo Santos,Imitadora
8824,Options;Pitbull,Pitbull,Options
8825,Ugly Boy;Die Antwoord,Die Antwoord,Ugly Boy
8826,Good Day;DNCE,DNCE,Good Day
8827,Gave Your Love Away;Majid Jordan,Majid Jordan,Gave Your Love Away
8828,Pieces;Sum 41,Sum 41,Pieces
8829,Summertime Sadness;Cedric Gervais,Cedric Gervais,Summertime Sadness
8830,This Is Not a Love Song;Public Image Limited,Public Image Limited,This Is Not a Love Song
8831,Return To Innocence;Enigma,Enigma,Return To Innocence
8832,Run to You;Whitney Houston,Whitney Houston,Run to You
8833,Georgia;Vance Joy,Vance Joy,Georgia
8834,Under the Milky Way;Church,Church,Under the Milky Way
8835,Love n Hennessy;A.Chal,A.Chal,Love n Hennessy
8836,Runaway;The Corrs,The Corrs,Runaway
8837,Red Eyes;The War on Drugs,The War on Drugs,Red Eyes
8838,So Good;Lea,Lea,So Good
8839,One of Us;Joan Osborne,Joan Osborne,One of Us
8840,Looking Down the Barrel of Today;Hatebreed,Hatebreed,Looking Down the Barrel of Today
8841,Flaws and All;Beyoncé,Beyoncé,Flaws and All
8842,High;JoJo,JoJo,High
8843,Dystopia;Megadeth,Megadeth,Dystopia
8844,Big Time Sensuality;Björk,Björk,Big Time Sensuality
8845,I Drove All Night;Roy Orbison,Roy Orbison,I Drove All Night
8846,Bigger Than Me;The Flint Chozen Choir,The Flint Chozen Choir,Bigger Than Me
8847,Get By;Talib Kweli,Talib Kweli,Get By
8848,Helicopters / Beware;Jidenna,Jidenna,Helicopters / Beware
8849,Roll With It;Oasis,Oasis,Roll With It
8850,You Only Live Once;Suicide Silence,Suicide Silence,You Only Live Once
8851,You're Everything;Bun B,Bun B,You're Everything
8852,Honey Love;Public Announcement,Public Announcement,Honey Love
8853,Got the Life;Korn,Korn,Got the Life
8854,Warning;Fat Joe,Fat Joe,Warning
8855,Nann Ni**a;Trick Daddy,Trick Daddy,Nann Ni**a
8856,Golden Lady;Stevie Wonder,Stevie Wonder,Golden Lady
8857,The Trillest;Meek Mill,Meek Mill,The Trillest
8858,Space;Sexton,Sexton,Space
8859,Unpredictable;Jamie Foxx,Jamie Foxx,Unpredictable
8860,Navy Blue;The Story So Far,The Story So Far,Navy Blue
8861,Counting Bodies Like Sheep;A Perfect Circle,A Perfect Circle,Counting Bodies Like Sheep
8862,One Minute Man;Missy Elliott,Missy Elliott,One Minute Man
8863,Am I Savage?;Metallica,Metallica,Am I Savage?
8864,Pullin' Me Back;Chingy,Chingy,Pullin' Me Back
8865,Hip Hop Star;Sleepy Brown,Sleepy Brown,Hip Hop Star
8866,Like You;Bow Wow,Bow Wow,Like You
8867,Evil Genius;Teedra Moses,Teedra Moses,Evil Genius
8868,Angie;The Rolling Stones,The Rolling Stones,Angie
8869,All I Want for Christmas;Mariah Carey,Mariah Carey,All I Want for Christmas
8870,Black;Kyle,Kyle,Black
8871,It Ain't My Fault;Brothers Osborne,Brothers Osborne,It Ain't My Fault
8872,Stop;Ray,Ray,Stop
8873,Society;Eddie Vedder,Eddie Vedder,Society
8874,Fading;Rihanna,Rihanna,Fading
8875,Boys Don't Cry;The Cure,The Cure,Boys Don't Cry
8876,I'm Not You;Rosco P. Coldchain,Rosco P. Coldchain,I'm Not You
8877,DJ Play a Love Song;Jamie Foxx,Jamie Foxx,DJ Play a Love Song
8878,Audi.;Smokepurpp,Smokepurpp,Audi.
8879,What Makes You Beautiful;One Direction,One Direction,What Makes You Beautiful
8880,Lady;Modjo,Modjo,Lady
8881,Highway;Bleeker,Bleeker,Highway
8882,Footsteps in the Dark;The Isley Brothers,The Isley Brothers,Footsteps in the Dark
8883,Revenge;Nicki Minaj,Nicki Minaj,Revenge
8884,Sunday Morning;Maroon 5,Maroon 5,Sunday Morning
8885,Work It Out;Usher,Usher,Work It Out
8886,I Got a Story to Tell;The Notorious B.I.G.,The Notorious B.I.G.,I Got a Story to Tell
8887,When I'm Sixty Four;The Beatles,The Beatles,When I'm Sixty Four
8888,Get It On;T. Rex,T. Rex,Get It On
8889,Give It to Me;Homeshake,Homeshake,Give It to Me
8890,Couldn't Get It Right;Climax Blues Band,Climax Blues Band,Couldn't Get It Right
8891,I Know a Place;MUNA,MUNA,I Know a Place
8892,Dipset Anthem;The Diplomats,The Diplomats,Dipset Anthem
8893,Wild Out;The LOX,The LOX,Wild Out
8894,Dang a Lang;Trina,Trina,Dang a Lang
8895,Easy Rider;Action Bronson,Action Bronson,Easy Rider
8896,Over;Sine,Sine,Over
8897,Last;Chris Brown,Chris Brown,Last
8898,I Was Wrong;A R I Z O N A,A R I Z O N A,I Was Wrong
8899,Always;Ira,Ira,Always
8900,Patience;Shawn Mendes,Shawn Mendes,Patience
8901,Paranoid;Ty Dolla $ign,Ty Dolla $ign,Paranoid
8902,I Love You More Than You'll Ever Know;Donny Hathaway,Donny Hathaway,I Love You More Than You'll Ever Know
8903,Perfectly Lonely;John Mayer,John Mayer,Perfectly Lonely
8904,Horns;Bryce Fox,Bryce Fox,Horns
8905,That's How You Like It;Beyoncé,Beyoncé,That's How You Like It
8906,Tourniquet;Evanescence,Evanescence,Tourniquet
8907,No. 3;Franz Liszt,Franz Liszt,No. 3
8908,Prélude;Johann Sebastian Bach,Johann Sebastian Bach,Prélude
8909,My Kind of Woman;Mac DeMarco,Mac DeMarco,My Kind of Woman
8910,Hendrix;Wyclef Jean,Wyclef Jean,Hendrix
8911,Pink Skies;LANY,LANY,Pink Skies
8912,Dani California;Red Hot Chili Peppers,Red Hot Chili Peppers,Dani California
8913,Definition;Black Star,Black Star,Definition
8914,Broken Pussy;Issa Rae,Issa Rae,Broken Pussy
8915,Tell Me;Usher,Usher,Tell Me
8916,You Know You're Right;Nirvana,Nirvana,You Know You're Right
8917,Tennessee;Allan Rayman,Allan Rayman,Tennessee
8918,Twenty Eight;The Weeknd,The Weeknd,Twenty Eight
8919,1000 Nights;Frenship,Frenship,1000 Nights
8920,Pain;Snoop Dogg,Snoop Dogg,Pain
8921,Purple Swag;A$AP Rocky,A$AP Rocky,Purple Swag
8922,Riding With the King;Eric Clapton,Eric Clapton,Riding With the King
8923,Perfect Day;Lou Reed,Lou Reed,Perfect Day
8924,One Thing Leads To Another;The Fixx,The Fixx,One Thing Leads To Another
8925,Wildfire;Little Dragon,Little Dragon,Wildfire
8926,Black Owned Business;Bas,Bas,Black Owned Business
8927,First of the Gang;Morrissey,Morrissey,First of the Gang
8928,Owner Of A Lonely Heart;Yes,Yes,Owner Of A Lonely Heart
8929,Burnin' Up;Jonas Brothers,Jonas Brothers,Burnin' Up
8930,Gone;Wiz Khalifa,Wiz Khalifa,Gone
8931,Have You Ever;Brandy,Brandy,Have You Ever
8932,Stressed Out;A Tribe Called Quest,A Tribe Called Quest,Stressed Out
8933,Moanin;Art Blakey & The Jazz Messengers,Art Blakey & The Jazz Messengers,Moanin
8934,Runnin;The Pharcyde,The Pharcyde,Runnin
8935,Burn;Ellie Goulding,Ellie Goulding,Burn
8936,Dream;Bobby,Bobby,Dream
8937,Jazz;Soul,Soul,Jazz
8938,Angel;Sarah McLachlan,Sarah McLachlan,Angel
8939,One Step at a Time;Jordin Sparks,Jordin Sparks,One Step at a Time
8940,Uber Capitalist Death Trade;Cabbage,Cabbage,Uber Capitalist Death Trade
8941,I Will Possess Your Heart;Death Cab for Cutie,Death Cab for Cutie,I Will Possess Your Heart
8942,General;J.I.D,J.I.D,General
8943,Schoolin' Life;Beyoncé,Beyoncé,Schoolin' Life
8944,Blow It in the Wind;Chris Brown,Chris Brown,Blow It in the Wind
8945,Because You Loved Me;Céline Dion,Céline Dion,Because You Loved Me
8946,20 Karat Jesus;Freddie Gibbs,Freddie Gibbs,20 Karat Jesus
8947,She Got Arrested;The Interrupters,The Interrupters,She Got Arrested
8948,Heaven's Afternoon;Meek Mill,Meek Mill,Heaven's Afternoon
8949,Need;Still,Still,Need
8950,Cleopatra;The Lumineers,The Lumineers,Cleopatra
8951,Slow It Down;The Lumineers,The Lumineers,Slow It Down
8952,Just the Way You Are;Billy Joel,Billy Joel,Just the Way You Are
8953,Screaming for Vengeance;Judas Priest,Judas Priest,Screaming for Vengeance
8954,Young Black America;Meek Mill,Meek Mill,Young Black America
8955,Dizzy on the Comedown;Turnover,Turnover,Dizzy on the Comedown
8956,Smile More;Syd,Syd,Smile More
8957,Nutmeg;Ghostface Killah,Ghostface Killah,Nutmeg
8958,Work;Ty Dolla $ign,Ty Dolla $ign,Work
8959,Bullet in the Head;Rage Against the Machine,Rage Against the Machine,Bullet in the Head
8960,FEEL NOTHING;The Plot in You,The Plot in You,FEEL NOTHING
8961,Everything to Me;Monica,Monica,Everything to Me
8962,Why I Love You So Much;Monica,Monica,Why I Love You So Much
8963,Aces High;Iron Maiden,Iron Maiden,Aces High
8964,I Am the Walrus;The Beatles,The Beatles,I Am the Walrus
8965,Bombtrack;Rage Against the Machine,Rage Against the Machine,Bombtrack
8966,TALK ME DOWN;Troye Sivan,Troye Sivan,TALK ME DOWN
8967,Doncamatic;Gorillaz,Gorillaz,Doncamatic
8968,With You;Linkin Park,Linkin Park,With You
8969,Magic Stick;Lil' Kim,Lil' Kim,Magic Stick
8970,All Eyez;The Game,The Game,All Eyez
8971,Rubber Band Man;T.I.,T.I.,Rubber Band Man
8972,Broccoli;D.R.A.M.,D.R.A.M.,Broccoli
8973,Memories Live;Reflection Eternal,Reflection Eternal,Memories Live
8974,Gnossienne;Erik Satie,Erik Satie,Gnossienne
8975,You've Lost That Lovin' Feelin;The Righteous Brothers,The Righteous Brothers,You've Lost That Lovin' Feelin
8976,Got Your Six;Five Finger Death Punch,Five Finger Death Punch,Got Your Six
8977,Hold On;Wilson Phillips,Wilson Phillips,Hold On
8978,Minerva;Deftones,Deftones,Minerva
8979,Stronger;Daft Punk,Daft Punk,Stronger
8980,Grand Piano;Nicki Minaj,Nicki Minaj,Grand Piano
8981,Take My Breath Away;Berlin,Berlin,Take My Breath Away
8982,Hardwired;Metallica,Metallica,Hardwired
8983,Chase the Devil;Max Romeo,Max Romeo,Chase the Devil
8984,Uptown Top Rank;Althea and Donna,Althea and Donna,Uptown Top Rank
8985,Do U Wanna Ride;John Legend,John Legend,Do U Wanna Ride
8986,Real;Moni,Moni,Real
8987,Thinking Of A Place;The War on Drugs,The War on Drugs,Thinking Of A Place
8988,Moon;Lia,Lia,Moon
8989,Love Incredible;Camila Cabello,Camila Cabello,Love Incredible
8990,Ridin Round;Kali Uchis,Kali Uchis,Ridin Round
8991,I Found;Amber Run,Amber Run,I Found
8992,Love Like Blood;Killing Joke,Killing Joke,Love Like Blood
8993,Female of the Species;Space,Space,Female of the Species
8994,Modern Age;The Strokes,The Strokes,Modern Age
8995,Home;Phil Collins,Phil Collins,Home
8996,Jesus Built My Hotrod;Ministry,Ministry,Jesus Built My Hotrod
8997,Murderer;Barrington Levy,Barrington Levy,Murderer
8998,Black or White;Michael Jackson,Michael Jackson,Black or White
8999,Finale;All,All,Finale
9000,Scream;Michael Jackson,Michael Jackson,Scream
9001,Know Better;Kevin Gates,Kevin Gates,Know Better
9002,City;Tee,Tee,City
9003,Hell of a Life;Kanye West,Kanye West,Hell of a Life
9004,Crazy;Madonna,Madonna,Crazy
9005,Erotic;Madonna,Madonna,Erotic
9006,Live to Tell;Madonna,Madonna,Live to Tell
9007,Open Your Heart;Madonna,Madonna,Open Your Heart
9008,Colder Weather;Zac Brown Band,Zac Brown Band,Colder Weather
9009,Glory;Lil Wayne,Lil Wayne,Glory
9010,Go with It;The Internet,The Internet,Go with It
9011,With You;Lil Wayne,Lil Wayne,With You
9012,Love Hangover;Diana Ross,Diana Ross,Love Hangover
9013,Free;The Truth,The Truth,Free
9014,It's OK;Slimm Calhoun,Slimm Calhoun,It's OK
9015,Reflection;Lea Salonga,Lea Salonga,Reflection
9016,Intro;OutKast,OutKast,Intro
9017,Yes (Album Version);Beyoncé,Beyoncé,Yes (Album Version)
9018,Visions Of Johanna;Bob Dylan,Bob Dylan,Visions Of Johanna
9019,Hold My Hand;Michael Jackson,Michael Jackson,Hold My Hand
9020,Hanging Up My Jersey;Ty Dolla $ign,Ty Dolla $ign,Hanging Up My Jersey
9021,Groove With You;The Isley Brothers,The Isley Brothers,Groove With You
9022,i do;ILA,ILA,i do
9023,Stand by Me;Oasis,Oasis,Stand by Me
9024,4Ever;Prince,Prince,4Ever
9025,Little Fictions;Elbow,Elbow,Little Fictions
9026,Space Cowboy;Jamiroquai,Jamiroquai,Space Cowboy
9027,Mine Again;Mariah Carey,Mariah Carey,Mine Again
9028,Hall of the Mountain King;Savatage,Savatage,Hall of the Mountain King
9029,I'm the Man;Sonny Digital,Sonny Digital,I'm the Man
9030,Suede;NxWorries,NxWorries,Suede
9031,Really Love;The Vanguard,The Vanguard,Really Love
9032,Black and Yellow;Wiz Khalifa,Wiz Khalifa,Black and Yellow
9033,I'm Blessed;Charlie Wilson,Charlie Wilson,I'm Blessed
9034,Who Am I;Beenie Man,Beenie Man,Who Am I
9035,I Wanna Prove to You;The Lemon Twigs,The Lemon Twigs,I Wanna Prove to You
9036,Brains Flew By;Westside Gunn,Westside Gunn,Brains Flew By
9037,Shine;Mondo Cozmo,Mondo Cozmo,Shine
9038,Only You;The Platters,The Platters,Only You
9039,Blade Runner;Vangelis,Vangelis,Blade Runner
9040,D.D.;The Weeknd,The Weeknd,D.D.
9041,Lollipop;Static Major,Static Major,Lollipop
9042,Floyd Mayweather;Travis Scott,Travis Scott,Floyd Mayweather
9043,Twin Peaks;Angelo Badalamenti,Angelo Badalamenti,Twin Peaks
9044,Red Right Hand;Nick Cave & the Bad Seeds,Nick Cave & the Bad Seeds,Red Right Hand
9045,Hold Yuh;Gyptian,Gyptian,Hold Yuh
9046,Alone in Vegas;Pusha T,Pusha T,Alone in Vegas
9047,Rehab;Rihanna,Rihanna,Rehab
9048,Day 'n' Nite;Kid Cudi,Kid Cudi,Day 'n' Nite
9049,Happy;Ashanti,Ashanti,Happy
9050,I Remember;DJ Khaled,DJ Khaled,I Remember
9051,Happy Family;Sundara Karma,Sundara Karma,Happy Family
9052,Arthur;Christopher Cross,Christopher Cross,Arthur
9053,Si una vez;Selena,Selena,Si una vez
9054,1000x;Jarryd James,Jarryd James,1000x
9055,Vienna;Ultravox,Ultravox,Vienna
9056,White Teeth Teens;Lorde,Lorde,White Teeth Teens
9057,Buddah Lovaz;Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,Buddah Lovaz
9058,Unchained Melody;The Righteous Brothers,The Righteous Brothers,Unchained Melody
9059,Orion;Metallica,Metallica,Orion
9060,Stargazer;Rainbow,Rainbow,Stargazer
9061,Far Away;Kindred the Family Soul,Kindred the Family Soul,Far Away
9062,Doubt;Mary J. Blige,Mary J. Blige,Doubt
9063,Drive It Like You Stole It;Sing Street,Sing Street,Drive It Like You Stole It
9064,Lifestyle;Rich Homie Quan,Rich Homie Quan,Lifestyle
9065,Help I'm Alive;Metric,Metric,Help I'm Alive
9066,Aquarius;The 5th Dimension,The 5th Dimension,Aquarius
9067,For the First Time;The Script,The Script,For the First Time
9068,Cameras / Good Ones Go Interlude;Drake,Drake,Cameras / Good Ones Go Interlude
9069,Boys to Men;New Edition,New Edition,Boys to Men
9070,Seven Wonders;Fleetwood Mac,Fleetwood Mac,Seven Wonders
9071,Ms. Jackson;OutKast,OutKast,Ms. Jackson
9072,I See You;Chris Brown,Chris Brown,I See You
9073,Doin' Time;Sublime,Sublime,Doin' Time
9074,Suga Mama;Beyoncé,Beyoncé,Suga Mama
9075,Happy Little Pill;Troye Sivan,Troye Sivan,Happy Little Pill
9076,Why I Love You;Kanye West,Kanye West,Why I Love You
9077,Lil' Boy Fresh;Juelz Santana,Juelz Santana,Lil' Boy Fresh
9078,Blazin;Nicki Minaj,Nicki Minaj,Blazin
9079,La camisa negra;Juanes,Juanes,La camisa negra
9080,Dear Agony;Breaking Benjamin,Breaking Benjamin,Dear Agony
9081,Over The Rainbow;Israel Kamakawiwo'ole,Israel Kamakawiwo'ole,Over The Rainbow
9082,Scott and Ramona;Lil Uzi Vert,Lil Uzi Vert,Scott and Ramona
9083,One for the Money;Escape the Fate,Escape the Fate,One for the Money
9084,Paisley Park;Prince,Prince,Paisley Park
9085,Cheers (Drink to That);Rihanna,Rihanna,Cheers (Drink to That)
9086,Pain;2Pac,2Pac,Pain
9087,The Moment;Tame Impala,Tame Impala,The Moment
9088,Lovely;The Maine,The Maine,Lovely
9089,In My Place;Coldplay,Coldplay,In My Place
9090,Tinseltown in the Rain;The Blue Nile,The Blue Nile,Tinseltown in the Rain
9091,Hallogallo;Neu!,Neu!,Hallogallo
9092,Naughty Girl;Beyoncé,Beyoncé,Naughty Girl
9093,What I Got;Sublime,Sublime,What I Got
9094,Weight of Love;The Black Keys,The Black Keys,Weight of Love
9095,Still;pla,pla,Still
9096,The Greatest Story Ever Told;Ice Nine Kills,Ice Nine Kills,The Greatest Story Ever Told
9097,Wave;Pixies,Pixies,Wave
9098,Wonder If You Wonder;Witt Lowry,Witt Lowry,Wonder If You Wonder
9099,If You Love Me;Brownstone,Brownstone,If You Love Me
9100,Back to the Crib;Chris Brown,Chris Brown,Back to the Crib
9101,Never Say Never;The Fray,The Fray,Never Say Never
9102,Big Bad Wolf;In This Moment,In This Moment,Big Bad Wolf
9103,Fuck the Pain;Peaches,Peaches,Fuck the Pain
9104,Imagine Me;Kirk Franklin,Kirk Franklin,Imagine Me
9105,Pretty Thoughts;Alina Baraz,Alina Baraz,Pretty Thoughts
9106,Every Morning;Sugar Ray,Sugar Ray,Every Morning
9107,Open My Heart;Yolanda Adams,Yolanda Adams,Open My Heart
9108,Man on the Moon;Kid Cudi,Kid Cudi,Man on the Moon
9109,Niggas;Kamaiyah,Kamaiyah,Niggas
9110,"I'm Made of Wax, Larry, What Are You Made Of?;A Day to Remember",A Day to Remember,"I'm Made of Wax, Larry, What Are You Made Of?"
9111,Crawling;Linkin Park,Linkin Park,Crawling
9112,Monster;Nicki Minaj,Nicki Minaj,Monster
9113,Home;Monifah,Monifah,Home
9114,Kelly K;Playboi Carti,Playboi Carti,Kelly K
9115,Vegas Lights;Panic! at the Disco,Panic! at the Disco,Vegas Lights
9116,Live in the Moment;Portugal. The Man,Portugal. The Man,Live in the Moment
9117,Love More;Chris Brown,Chris Brown,Love More
9118,Camera;Lil Uzi Vert,Lil Uzi Vert,Camera
9119,Take A Look Around;Limp Bizkit,Limp Bizkit,Take A Look Around
9120,Pay the Man;Foster the People,Foster the People,Pay the Man
9121,light;DIA,DIA,light
9122,All I Ask;Adele,Adele,All I Ask
9123,Gots ta Be;B2K,B2K,Gots ta Be
