track_id,track_artist,artist,track
0,DNA.;Kendrick Lamar,Kendrick Lamar,DNA.
2207,Here Without You;3 Doors Down,3 Doors Down,Here Without You
2208,Some Way;NAV,NAV,Some Way
2209,Hell;Mom,Mom,Hell
2210,Primetime;Miguel,Miguel,Primetime
2211,Photograph;Nickelback,Nickelback,Photograph
2212,T.O.N.Y.;Noreaga,Noreaga,T.O.N.Y.
2213,Arms Wide Open;Creed,Creed,Arms Wide Open
2214,Little Wing;Jimi Hendrix,Jimi Hendrix,Little Wing
2215,Dante's Creek;THEY.,THEY.,Dante's Creek
2216,Seigfried;Frank Ocean,Frank Ocean,Seigfried
2217,Can U Help Me;Usher,Usher,Can U Help Me
2218,A Little Bit Closer;Jay & the Americans,Jay & the Americans,A Little Bit Closer
2219,Easy Bake;Kendrick Lamar,Kendrick Lamar,Easy Bake
2220,Superpower;Frank Ocean,Frank Ocean,Superpower
2221,Exhale;Inhale,Inhale,Exhale
2222,Live;Bob Marley & The Wailers,Bob Marley & The Wailers,Live
2223,Piss on Your Grave;Travis Scott,Travis Scott,Piss on Your Grave
2224,Can't Stop the Feeling;Justin Timberlake,Justin Timberlake,Can't Stop the Feeling
2225,Acquainted;The Weeknd,The Weeknd,Acquainted
2226,Getting It On;SALES,SALES,Getting It On
2227,"So Fresh, So Clean;OutKast",OutKast,"So Fresh, So Clean"
2228,99 Red Balloons;Goldfinger,Goldfinger,99 Red Balloons
2229,Back in the Day;Ahmad,Ahmad,Back in the Day
2230,Aries (YuGo);Pharrell,Pharrell,Aries (YuGo)
2231,Californication;Red Hot Chili Peppers,Red Hot Chili Peppers,Californication
2232,Bullet with Butterfly Wings;The Smashing Pumpkins,The Smashing Pumpkins,Bullet with Butterfly Wings
2233,Zero;The Smashing Pumpkins,The Smashing Pumpkins,Zero
2234,Cherry Pie;Warrant,Warrant,Cherry Pie
2235,Easy Lover;Philip Bailey,Philip Bailey,Easy Lover
2236,Last Young Renegade;All Time Low,All Time Low,Last Young Renegade
2237,Dipset;Juelz Santana,Juelz Santana,Dipset
2238,Unsung;Helmet,Helmet,Unsung
2239,Ultralight Beam;Kanye West,Kanye West,Ultralight Beam
2240,Baby Blue;Chance the Rapper,Chance the Rapper,Baby Blue
2241,The Revolution Will Not Be Televised;Gil Scott-Heron,Gil Scott-Heron,The Revolution Will Not Be Televised
2242,It Was Written;Dave East,Dave East,It Was Written
2243,Lose Control;Missy Elliott,Missy Elliott,Lose Control
2244,Shakedown Street;Grateful Dead,Grateful Dead,Shakedown Street
2245,Off to the Races;Lana Del Rey,Lana Del Rey,Off to the Races
2246,Never Had a Dream Come True;S Club 7,S Club 7,Never Had a Dream Come True
2247,Songbird;Oasis,Oasis,Songbird
2248,Can You Stand the Rain;Boyz II Men,Boyz II Men,Can You Stand the Rain
2249,Buttons;The Pussycat Dolls,The Pussycat Dolls,Buttons
2250,Doin' Just Fine;Boyz II Men,Boyz II Men,Doin' Just Fine
2251,Dive;Ed Sheeran,Ed Sheeran,Dive
2252,Pumped Up Kicks;Foster the People,Foster the People,Pumped Up Kicks
2253,Wake Up Alone;Amy Winehouse,Amy Winehouse,Wake Up Alone
2254,Pimp Juice;Nelly,Nelly,Pimp Juice
2255,Gorillaz;Clint Eastwood,Clint Eastwood,Gorillaz
2256,I Get Around;The Beach Boys,The Beach Boys,I Get Around
2257,Call of Ktulu;Metallica,Metallica,Call of Ktulu
2258,Bitch Better Have My Money;Rihanna,Rihanna,Bitch Better Have My Money
2259,Trap;Future,Future,Trap
2260,Hold Up;Beyoncé,Beyoncé,Hold Up
2261,Stay;Mac Miller,Mac Miller,Stay
2262,Can't Feel My Face;The Weeknd,The Weeknd,Can't Feel My Face
2263,No Sleeep;Janet,Janet,No Sleeep
2264,The Greatest;KING,KING,The Greatest
2265,Diary;Alicia Keys,Alicia Keys,Diary
2266,Oceans;Seafret,Seafret,Oceans
2267,Computer Love;Roger,Roger,Computer Love
2268,This Is War;Thirty Seconds to Mars,Thirty Seconds to Mars,This Is War
2269,Brown Eyed Girl;Van Morrison,Van Morrison,Brown Eyed Girl
2270,Don't Forget About Me;CLOVES,CLOVES,Don't Forget About Me
2271,Burn;Usher,Usher,Burn
2272,Fall Away;twenty one pilots,twenty one pilots,Fall Away
2273,Beautiful;Eminem,Eminem,Beautiful
2274,Freak Hoe;Speaker Knockerz,Speaker Knockerz,Freak Hoe
2275,House on Fire;Sia,Sia,House on Fire
2276,Whateva Will Be;A Tribe Called Quest,A Tribe Called Quest,Whateva Will Be
2277,Really Really;Kevin Gates,Kevin Gates,Really Really
2278,Straight to Hell;The Clash,The Clash,Straight to Hell
2279,Interlude;LAMA,LAMA,Interlude
2280,Behind Blue Eyes;The Who,The Who,Behind Blue Eyes
2281,I Kissed a Girl;Katy Perry,Katy Perry,I Kissed a Girl
2282,Rock My World;Michael Jackson,Michael Jackson,Rock My World
2283,i am;MOT,MOT,i am
2284,Firestone;Kygo,Kygo,Firestone
2285,J-Boy;Phoenix,Phoenix,J-Boy
2286,Everything;Sara,Sara,Everything
2287,Urgent;Foreigner,Foreigner,Urgent
2288,Refugee;Tom Petty and the Heartbreakers,Tom Petty and the Heartbreakers,Refugee
2289,Talking in Your Sleep;The Romantics,The Romantics,Talking in Your Sleep
2290,So Good at Being in Trouble;Unknown Mortal Orchestra,Unknown Mortal Orchestra,So Good at Being in Trouble
2291,Steelo;702,702,Steelo
2292,Hungry Eyes;Eric Carmen,Eric Carmen,Hungry Eyes
2293,Water;Ra Ra Riot,Ra Ra Riot,Water
2294,Everybody Wants to Rule the Wo;Tears for Fears,Tears for Fears,Everybody Wants to Rule the Wo
2295,Happy;Rihanna,Rihanna,Happy
2296,Boulevard of Broken Dreams;Green Day,Green Day,Boulevard of Broken Dreams
2297,Games;Chuckii Booker,Chuckii Booker,Games
2298,Around the World and Back;State Champs,State Champs,Around the World and Back
2299,Dirty Laundry;Don Henley,Don Henley,Dirty Laundry
2300,Ticker Tape;Carly Simon,Carly Simon,Ticker Tape
2301,That's How I Feel;Young Dolph,Young Dolph,That's How I Feel
2302,Foundations;Kate Nash,Kate Nash,Foundations
2303,Brick by Boring Brick;Paramore,Paramore,Brick by Boring Brick
2304,Bagg;Young Dolph,Young Dolph,Bagg
2305,Insomnia;Faithless,Faithless,Insomnia
2306,Slow Down;Bobby,Bobby,Slow Down
2307,Paranoia;A Day to Remember,A Day to Remember,Paranoia
2308,With Me;dvsn,dvsn,With Me
2309,Take Away;Missy Elliott,Missy Elliott,Take Away
2310,Tears;Rive,Rive,Tears
2311,Be With You;Beyoncé,Beyoncé,Be With You
2312,The Pretender;Foo Fighters,Foo Fighters,The Pretender
2313,Crazy Girl;Eli Young Band,Eli Young Band,Crazy Girl
2314,Sleep;Citizen,Citizen,Sleep
2315,Use Me;Future,Future,Use Me
2316,If I Should Fall From Grace With God;The Pogues,The Pogues,If I Should Fall From Grace With God
2317,Too Good to Say Goodbye;Bruno Mars,Bruno Mars,Too Good to Say Goodbye
2318,Never Enough;Five Finger Death Punch,Five Finger Death Punch,Never Enough
2319,Coffee Talk;Broadside,Broadside,Coffee Talk
2320,He Loves Me;Jill Scott,Jill Scott,He Loves Me
2321,Slow Burn;State Champs,State Champs,Slow Burn
2322,Someday We'll All Be Free;Donny Hathaway,Donny Hathaway,Someday We'll All Be Free
2323,Smoke Filled Room;Mako,Mako,Smoke Filled Room
2324,Choosey Lover;The Isley Brothers,The Isley Brothers,Choosey Lover
2325,Beaten in Lips;Beartooth,Beartooth,Beaten in Lips
2326,Too Much to Think;311,311,Too Much to Think
2327,Stupid for You;Waterparks,Waterparks,Stupid for You
2328,The Zone;The Weeknd,The Weeknd,The Zone
2329,What;Yo Gotti,Yo Gotti,What
2330,Where Would I Be (The Question);Kindred the Family Soul,Kindred the Family Soul,Where Would I Be (The Question)
2331,Trash Bags;Snoop Dogg,Snoop Dogg,Trash Bags
2332,Wait a Minute;PHRESHER,PHRESHER,Wait a Minute
2333,Grief;Earl Sweatshirt,Earl Sweatshirt,Grief
2334,Speechless;Beyoncé,Beyoncé,Speechless
2335,Don't Threaten Me With A Good Time;Panic! at the Disco,Panic! at the Disco,Don't Threaten Me With A Good Time
2336,Cold Cold Cold;Cage the Elephant,Cage the Elephant,Cold Cold Cold
2337,Comin Out Strong;Future,Future,Comin Out Strong
2338,In Charlotte;Young Dolph,Young Dolph,In Charlotte
2339,Only Hope;Mandy Moore,Mandy Moore,Only Hope
2340,King;Slim Thug,Slim Thug,King
2341,Palm Trees;GoldLink,GoldLink,Palm Trees
2342,Mardy Bum;Arctic Monkeys,Arctic Monkeys,Mardy Bum
2343,Away;Throw,Throw,Away
2344,Killer;ACR,ACR,Killer
2345,Climax;Usher,Usher,Climax
2346,Better Man;Pearl Jam,Pearl Jam,Better Man
2347,Ghetto;2 Chainz,2 Chainz,Ghetto
2348,Tear;BTS,BTS,Tear
2349,The Way It Is;Bruce Hornsby,Bruce Hornsby,The Way It Is
2350,Champion;Buju Banton,Buju Banton,Champion
2351,Futura Free;Frank Ocean,Frank Ocean,Futura Free
2352,Everything Is Everything;Lauryn Hill,Lauryn Hill,Everything Is Everything
2353,Tape You;N.E.R.D,N.E.R.D,Tape You
2354,Cross My Mind;A R I Z O N A,A R I Z O N A,Cross My Mind
2355,Forgive Them Father;Lauryn Hill,Lauryn Hill,Forgive Them Father
2356,500 Horses;Cousin Stizz,Cousin Stizz,500 Horses
2357,Matrix;A.Chal,A.Chal,Matrix
2358,Maybach Music;Rick Ross,Rick Ross,Maybach Music
2359,Cross My Mind;Jill Scott,Jill Scott,Cross My Mind
2360,Not Invited;2 Chainz,2 Chainz,Not Invited
2361,A House Is Not a Home;Luther Vandross,Luther Vandross,A House Is Not a Home
2362,Fall in Love;Slum Village,Slum Village,Fall in Love
2363,Still;Honey,Honey,Still
2364,Who do You Believe In;2Pac,2Pac,Who do You Believe In
2365,Pink Matter;Frank Ocean,Frank Ocean,Pink Matter
2366,Two Occasions;The Deele,The Deele,Two Occasions
2367,Titanium;Sia,Sia,Titanium
2368,sdp interlude;Travis Scott,Travis Scott,sdp interlude
2369,OK Alright;Travis Scott,Travis Scott,OK Alright
2370,He Won't Go;Adele,Adele,He Won't Go
2371,Bury It;CHVRCHES,CHVRCHES,Bury It
2372,Your Hands;Marsha Ambrosius,Marsha Ambrosius,Your Hands
2373,Royals;Lorde,Lorde,Royals
2374,Hailie's Song;Eminem,Eminem,Hailie's Song
2375,Don't Matter;August Alsina,August Alsina,Don't Matter
2376,blkswn;Smino,Smino,blkswn
2377,Drama;Drake,Drake,Drama
2378,So Many Tears;2Pac,2Pac,So Many Tears
2379,Impatient;Jeremih,Jeremih,Impatient
2380,ARTPOP;Lady Gaga,Lady Gaga,ARTPOP
2381,Birthday;Katy Perry,Katy Perry,Birthday
2382,Alive With The Glory of Love;Say Anything,Say Anything,Alive With The Glory of Love
2383,Love Yourz;J. Cole,J. Cole,Love Yourz
2384,Hey Papi;Memphis Bleek,Memphis Bleek,Hey Papi
2385,Helena;My Chemical Romance,My Chemical Romance,Helena
2386,All the Time;Jeremih,Jeremih,All the Time
2387,Light of the Seven;Ramin Djawadi,Ramin Djawadi,Light of the Seven
2388,715 - CR∑∑KS;Bon Iver,Bon Iver,715 - CR∑∑KS
2389,Saturn;Sleeping at Last,Sleeping at Last,Saturn
2390,Spiderwebs;No Doubt,No Doubt,Spiderwebs
2391,Under Cover of Darkness;The Strokes,The Strokes,Under Cover of Darkness
2392,Deadz;2 Chainz,2 Chainz,Deadz
2393,187 Proof;Spice 1,Spice 1,187 Proof
2394,Harder Than You Think;Public Enemy,Public Enemy,Harder Than You Think
2395,1st of tha Month;Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,1st of tha Month
2396,If I Ruled the World;Lauryn Hill,Lauryn Hill,If I Ruled the World
2397,Hounds of Love;Kate Bush,Kate Bush,Hounds of Love
2398,Reforget;Lauv,Lauv,Reforget
2399,Lambo;Rick Ross,Rick Ross,Lambo
2400,Lost in Love;New Edition,New Edition,Lost in Love
2401,Thank You;Dido,Dido,Thank You
2402,You Send;Sam Cooke,Sam Cooke,You Send
2403,Sex and Candy;Marcy Playground,Marcy Playground,Sex and Candy
2404,Coaster;Khalid,Khalid,Coaster
2405,Next;The Weeknd,The Weeknd,Next
2406,Something From Nothing;Foo Fighters,Foo Fighters,Something From Nothing
2407,Hypnotic;Zella Day,Zella Day,Hypnotic
2408,Gone;The Weeknd,The Weeknd,Gone
2409,Fox on the Run;Sweet,Sweet,Fox on the Run
2410,Rather Be with You;Sinead Harnett,Sinead Harnett,Rather Be with You
2411,Alaska;Maggie Rogers,Maggie Rogers,Alaska
2412,Bridge Burning;Foo Fighters,Foo Fighters,Bridge Burning
2413,Everything Now;Arcade Fire,Arcade Fire,Everything Now
2414,Umbrella;Rihanna,Rihanna,Umbrella
2415,Roads;Portishead,Portishead,Roads
2416,Dream;The Notorious B.I.G.,The Notorious B.I.G.,Dream
2417,Pillow Talking;Brain,Brain,Pillow Talking
2418,Climax;Slum Village,Slum Village,Climax
2419,Young Boy;Clipse,Clipse,Young Boy
2420,Going Gets Tough;The Growlers,The Growlers,Going Gets Tough
2421,I Can't Explain;The Who,The Who,I Can't Explain
2422,The Less I Know the Better;Tame Impala,Tame Impala,The Less I Know the Better
2423,Too Good;Drake,Drake,Too Good
2424,Chill;Trey Songz,Trey Songz,Chill
2425,Grindin;Clipse,Clipse,Grindin
2426,Work the Middle;Alex Aiono,Alex Aiono,Work the Middle
2427,Kelly Price;Travis Scott,Travis Scott,Kelly Price
2428,Hey Young World;Slick Rick,Slick Rick,Hey Young World
2429,The Remedy;Puscifer,Puscifer,The Remedy
2430,Dope Dealer;ScHoolboy Q,ScHoolboy Q,Dope Dealer
2431,Young Dumb & Broke;Khalid,Khalid,Young Dumb & Broke
2432,Know No Better;Major Lazer,Major Lazer,Know No Better
2433,Let It Be;The Beatles,The Beatles,Let It Be
2434,No Money;Galantis,Galantis,No Money
2435,Rich Boy;Galantis,Galantis,Rich Boy
2436,Aquemini;OutKast,OutKast,Aquemini
2437,Forever;Strawberry Fields,Strawberry Fields,Forever
2438,Help;The Beatles,The Beatles,Help
2439,Bloodstream;The Chainsmokers,The Chainsmokers,Bloodstream
2440,No Promise;Demi Lovato,Demi Lovato,No Promise
2441,Momma;Kendrick Lamar,Kendrick Lamar,Momma
2442,Know No Better;Camila Cabello,Camila Cabello,Know No Better
2443,Sua Cara;Pabllo Vittar,Pabllo Vittar,Sua Cara
2444,Weezy;Lil Wayne,Lil Wayne,Weezy
2445,Don't Take the Money;Bleachers,Bleachers,Don't Take the Money
2446,Black Ice;Goodie Mob,Goodie Mob,Black Ice
2447,Don't Know What You Got;Cinderella,Cinderella,Don't Know What You Got
2448,Stay Fly;Three 6 Mafia,Three 6 Mafia,Stay Fly
2449,Dazz;Brick,Brick,Dazz
2450,Reinventing Your;Underoath,Underoath,Reinventing Your
2451,Can't Raise a Man;K. Michelle,K. Michelle,Can't Raise a Man
2452,Ghost;Japan,Japan,Ghost
2453,The Difference;Meek Mill,Meek Mill,The Difference
2454,Temperature;Sean P,Sean P,Temperature
2455,I Apologize;Anita Baker,Anita Baker,I Apologize
2456,Stranger in Moscow;Michael Jackson,Michael Jackson,Stranger in Moscow
2457,Emotional Rescue;The Rolling Stones,The Rolling Stones,Emotional Rescue
2458,Selfish;PnB Rock,PnB Rock,Selfish
2459,Mathematics;Mos Def,Mos Def,Mathematics
2460,Someone Else;LANY,LANY,Someone Else
2461,Seven Nation Army;The White Stripes,The White Stripes,Seven Nation Army
2462,Where;Drake,Drake,Where
2463,Jorja Interlude;Drake,Drake,Jorja Interlude
2464,Simply Beautiful;Al Green,Al Green,Simply Beautiful
2465,Periscope;Skylar Grey,Skylar Grey,Periscope
2466,No Good;The Prodigy,The Prodigy,No Good
2467,P.O.W.A;M.I.A.,M.I.A.,P.O.W.A
2468,Sound;Phil,Phil,Sound
2469,Heartache;ONE OK ROCK,ONE OK ROCK,Heartache
2470,Drowning Shadows;Sam Smith,Sam Smith,Drowning Shadows
2471,Throne;Bring Me the Horizon,Bring Me the Horizon,Throne
2472,Handlebars;Flobots,Flobots,Handlebars
2473,Get Lucky;Daft Punk,Daft Punk,Get Lucky
2474,Dreaming;Blondie,Blondie,Dreaming
2475,In the Blood;John Mayer,John Mayer,In the Blood
2476,Marvin & Chardonnay;Roscoe Dash,Roscoe Dash,Marvin & Chardonnay
2477,New Choppa;Playboi Carti,Playboi Carti,New Choppa
2478,Too Much Sauce;Lil Uzi Vert,Lil Uzi Vert,Too Much Sauce
2479,Cutie Pie;One Way,One Way,Cutie Pie
2480,Zone;Drake,Drake,Zone
2481,Take a Bow;Rihanna,Rihanna,Take a Bow
2482,This Lil' Game We Play;Subway,Subway,This Lil' Game We Play
2483,Sing;Travis,Travis,Sing
2484,Dang!;Anderson .Paak,Anderson .Paak,Dang!
2485,We're Going to Be Friends;The White Stripes,The White Stripes,We're Going to Be Friends
2486,Boys of Summer;The Ataris,The Ataris,Boys of Summer
2487,The Gambler;Kenny Rogers,Kenny Rogers,The Gambler
2488,Weak and Powerless;A Perfect Circle,A Perfect Circle,Weak and Powerless
2489,Waiting in Vain;Bob Marley & The Wailers,Bob Marley & The Wailers,Waiting in Vain
2490,Yello;Coldplay,Coldplay,Yello
2491,Drop It Like It's Hot;Snoop Dogg,Snoop Dogg,Drop It Like It's Hot
2492,Private Eyes;Daryl Hall & John Oates,Daryl Hall & John Oates,Private Eyes
2493,Make You Feel My Love;Adele,Adele,Make You Feel My Love
2494,Treat You Better;Shawn Mendes,Shawn Mendes,Treat You Better
2495,You Want It Darker;Leonard Cohen,Leonard Cohen,You Want It Darker
2496,Performance;The xx,The xx,Performance
2497,You Should Be Dancing;Bee Gees,Bee Gees,You Should Be Dancing
2498,The One;Daniel Bedingfield,Daniel Bedingfield,The One
2499,Blame;Bastille,Bastille,Blame
2500,Stole the Show;Kygo,Kygo,Stole the Show
2501,Close;Nick Jonas,Nick Jonas,Close
2502,Lucy In The Sky With Diamonds;The Beatles,The Beatles,Lucy In The Sky With Diamonds
2503,Miss You;James Hersey,James Hersey,Miss You
2504,Not Going Home;DVBBS,DVBBS,Not Going Home
2505,Piece by Piece;Kelly Clarkson,Kelly Clarkson,Piece by Piece
2506,Limitless;NCT 127,NCT 127,Limitless
2507,Artist;A Boogie wit da Hoodie,A Boogie wit da Hoodie,Artist
2508,Ain't Your Mama;Jennifer Lopez,Jennifer Lopez,Ain't Your Mama
2509,Live Forever;Oasis,Oasis,Live Forever
2510,Heaven is a Place on Earth;Belinda Carlisle,Belinda Carlisle,Heaven is a Place on Earth
2511,Don’t Hurt Yourself;Jack White,Jack White,Don’t Hurt Yourself
2512,If We Ever Meet Again;Timbaland,Timbaland,If We Ever Meet Again
2513,Water Under the Bridge;Adele,Adele,Water Under the Bridge
2514,Terrible Things;Mayday Parade,Mayday Parade,Terrible Things
2515,Genesis;Grimes,Grimes,Genesis
2516,Runnin;Lil Wayne,Lil Wayne,Runnin
2517,Home;LCD Soundsystem,LCD Soundsystem,Home
2518,Heroes;David Bowie,David Bowie,Heroes
2519,Side to Side;Ariana Grande,Ariana Grande,Side to Side
2520,Can't Knock the Hustle;Mary J. Blige,Mary J. Blige,Can't Knock the Hustle
2521,Waves;Kanye West,Kanye West,Waves
2522,Lick;Cardi B,Cardi B,Lick
2523,Jesus;Kirk Franklin,Kirk Franklin,Jesus
2524,Back It Up;Hoodcelebrityy,Hoodcelebrityy,Back It Up
2525,Wild Flowers;Frank Carter & The Rattlesnakes,Frank Carter & The Rattlesnakes,Wild Flowers
2526,I Can't Go For That;Daryl Hall & John Oates,Daryl Hall & John Oates,I Can't Go For That
2527,All Along the Watchtower;Dylan,Dylan,All Along the Watchtower
2528,This Town;Niall Horan,Niall Horan,This Town
2529,New God Flow;Pusha T,Pusha T,New God Flow
2530,Mine;Drake,Drake,Mine
2531,Blue;Miles Davis,Miles Davis,Blue
2532,Drunk in Love;Beyoncé,Beyoncé,Drunk in Love
2533,Goddess;Banks,Banks,Goddess
2534,My Wish;Rascal Flatts,Rascal Flatts,My Wish
2535,Time for That;Kevin Gates,Kevin Gates,Time for That
2536,Amsterdam;Rick Ross,Rick Ross,Amsterdam
2537,Daddy Yo;Wizkid,Wizkid,Daddy Yo
2538,Matrimony;Usher,Usher,Matrimony
2539,Just Another Day;Queen Latifah,Queen Latifah,Just Another Day
2540,Follow You;Bring Me the Horizon,Bring Me the Horizon,Follow You
2541,My Way;Calvin Harris,Calvin Harris,My Way
2542,Family Ties;Rick Ross,Rick Ross,Family Ties
2543,REALiTi;Grimes,Grimes,REALiTi
2544,We the People;A Tribe Called Quest,A Tribe Called Quest,We the People
2545,Runnin';Pharrell Williams,Pharrell Williams,Runnin'
2546,The Last Waltz;The Band,The Band,The Last Waltz
2547,F.U.B.U.;Solange,Solange,F.U.B.U.
2548,Silk Road;Rick Ross,Rick Ross,Silk Road
2549,Trans Europe Express;Kraftwerk,Kraftwerk,Trans Europe Express
2550,Rocket Man;Elton John,Elton John,Rocket Man
2551,Live Your Life;Rihanna,Rihanna,Live Your Life
2552,Insane in the Brain;Cypress Hill,Cypress Hill,Insane in the Brain
2553,Demons;Imagine Dragons,Imagine Dragons,Demons
2554,The Weight;Shawn Mendes,Shawn Mendes,The Weight
2555,"Holiday;Earth, Wind & Fire","Earth, Wind & Fire",Holiday
2556,Twist;Korn,Korn,Twist
2557,80's Films;Jon Bellion,Jon Bellion,80's Films
2558,Can't Ignore;Dave East,Dave East,Can't Ignore
2559,Must Be Nice;Lyfe Jennings,Lyfe Jennings,Must Be Nice
2560,Fallin';Alicia,Alicia,Fallin'
2561,Stfu;Pink Guy,Pink Guy,Stfu
2562,Fight the Power;Public Enemy,Public Enemy,Fight the Power
2563,You Gotta Not;Little Mix,Little Mix,You Gotta Not
2564,Nancy From Now On;Father John Misty,Father John Misty,Nancy From Now On
2565,Wanna Be Startin' Somethin;Michael Jackson,Michael Jackson,Wanna Be Startin' Somethin
2566,Ex-Girlfriend;No Doubt,No Doubt,Ex-Girlfriend
2567,Mine;Beyoncé,Beyoncé,Mine
2568,Since I Seen't You;Anthony Hamilton,Anthony Hamilton,Since I Seen't You
2569,Through the Fire;Chaka Khan,Chaka Khan,Through the Fire
2570,Regret;New Order,New Order,Regret
2571,Doomsday;Ryan Adams,Ryan Adams,Doomsday
2572,Power of Money;Yo Gotti,Yo Gotti,Power of Money
2573,Redemption Song;Bob Marley & The Wailers,Bob Marley & The Wailers,Redemption Song
2574,Do U Dirty;Kehlani,Kehlani,Do U Dirty
2575,You're the One;Syd,Syd,You're the One
2576,Mozart;Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,Mozart
2577,Remix;2Pac,2Pac,Remix
2578,"Get Up, Stand Up;Bob Marley & The Wailers",Bob Marley & The Wailers,"Get Up, Stand Up"
2579,Times They Are A-Changin';Bob Dylan,Bob Dylan,Times They Are A-Changin'
2580,Halfway Off the Balcony;Big Sean,Big Sean,Halfway Off the Balcony
2581,Hell is Round the Corner;Tricky,Tricky,Hell is Round the Corner
2582,Don't Dream It's Over;Crowded House,Crowded House,Don't Dream It's Over
2583,Keep You in Mind;Guordan Banks,Guordan Banks,Keep You in Mind
2584,Can't Truss It;Public Enemy,Public Enemy,Can't Truss It
2585,Mad World;Tears for Fears,Tears for Fears,Mad World
2586,Everywhere;Curren$y,Curren$y,Everywhere
2587,Optimistic;Sounds of Blackness,Sounds of Blackness,Optimistic
2588,Blind Man;Xavier Omär,Xavier Omär,Blind Man
2589,Bad Decisions;Ariana Grande,Ariana Grande,Bad Decisions
2590,Break On Through;The Doors,The Doors,Break On Through
2591,Till I Collapse;Eminem,Eminem,Till I Collapse
2592,Playas Rock;Hurricane Chris,Hurricane Chris,Playas Rock
2593,All I Need;Method Man,Method Man,All I Need
2594,Death of a Bachelor;Panic! at the Disco,Panic! at the Disco,Death of a Bachelor
2595,Song for Mama;Boyz II Men,Boyz II Men,Song for Mama
2596,Fear;Drake,Drake,Fear
2597,I'll Stand By You;Pretenders,Pretenders,I'll Stand By You
2598,Plastic Bag;Drake,Drake,Plastic Bag
2599,Crazy;Patsy Cline,Patsy Cline,Crazy
2600,Machine;rag,rag,Machine
2601,Water;Ugly God,Ugly God,Water
2602,Happily Ever After;Case,Case,Happily Ever After
2603,My Way;Usher,Usher,My Way
2604,"Love, Need and Want You;Patti LaBelle",Patti LaBelle,"Love, Need and Want You"
2605,Gone;Ty Dolla $ign,Ty Dolla $ign,Gone
2606,Kool Thing;Sonic Youth,Sonic Youth,Kool Thing
2607,I Don't Feel Like Dancin;Scissor Sisters,Scissor Sisters,I Don't Feel Like Dancin
2608,Headsprung;LL Cool J,LL Cool J,Headsprung
2609,I Wonder If I Take You Home;Lisa Lisa & Cult Jam,Lisa Lisa & Cult Jam,I Wonder If I Take You Home
2610,Pacify Her;Melanie Martinez,Melanie Martinez,Pacify Her
2611,My President Is Black (remix);JAY Z,JAY Z,My President Is Black (remix)
2612,It Never Rains;Tony! Toni! Toné!,Tony! Toni! Toné!,It Never Rains
2613,Not Afraid;Eminem,Eminem,Not Afraid
2614,Hold On;Sounds of Blackness,Sounds of Blackness,Hold On
2615,In My Bed;Amy Winehouse,Amy Winehouse,In My Bed
2616,I Hate Everything About You;Three Days Grace,Three Days Grace,I Hate Everything About You
2617,White Lines;Grandmaster Flash & The Furious Five,Grandmaster Flash & The Furious Five,White Lines
2618,2 On;Tinashe,Tinashe,2 On
2619,I'm With You;Avril Lavigne,Avril Lavigne,I'm With You
2620,H.A.T.E.U.;Mariah Carey,Mariah Carey,H.A.T.E.U.
2621,Cold War;Janelle Monáe,Janelle Monáe,Cold War
2622,Always;Maria,Maria,Always
2623,Better;Chris Brown,Chris Brown,Better
2624,Go Flex;Post Malone,Post Malone,Go Flex
2625,Hustle;Lil Wayne,Lil Wayne,Hustle
2626,Have You Ever Seen the Rain;Creedence Clearwater Revival,Creedence Clearwater Revival,Have You Ever Seen the Rain
2627,Victory;Joey Bada$$,Joey Bada$$,Victory
2628,Three Little Birds;Bob Marley & The Wailers,Bob Marley & The Wailers,Three Little Birds
2629,Shining;DJ Khaled,DJ Khaled,Shining
2630,Bridge Is Over;Boogie Down Productions,Boogie Down Productions,Bridge Is Over
2631,Jailbreak;AC/DC,AC/DC,Jailbreak
2632,Po Pimp;Do or Die,Do or Die,Po Pimp
2633,Two Dope Boyz (in a Cadillac);OutKast,OutKast,Two Dope Boyz (in a Cadillac)
2634,Make tha Trap Say Aye;OJ da Juiceman,OJ da Juiceman,Make tha Trap Say Aye
2635,Beneath Your Beautiful;Labrinth,Labrinth,Beneath Your Beautiful
2636,Still Dreaming;Chrisette Michele,Chrisette Michele,Still Dreaming
2637,This Is What You Came For;Calvin Harris,Calvin Harris,This Is What You Came For
2638,It's A Long Way To The Top;AC/DC,AC/DC,It's A Long Way To The Top
2639,Herside Story;GoldLink,GoldLink,Herside Story
2640,Country;Tee Grizzley,Tee Grizzley,Country
2641,Down Under;Men at Work,Men at Work,Down Under
2642,Make Me;Britney Spears,Britney Spears,Make Me
2643,Ride;Dre,Dre,Ride
2644,Damn;INS,INS,Damn
2645,Incredible;Future,Future,Incredible
2646,Heal You;Sinead Harnett,Sinead Harnett,Heal You
2647,Lose You;Drake,Drake,Lose You
2648,Bom Bidi Bom;Nicki Minaj,Nicki Minaj,Bom Bidi Bom
2649,Jekyll and Hyde;Five Finger Death Punch,Five Finger Death Punch,Jekyll and Hyde
2650,Never Ending;Rihanna,Rihanna,Never Ending
2651,Stay;Mikky Ekko,Mikky Ekko,Stay
2652,Dirty Deeds;AC/DC,AC/DC,Dirty Deeds
2653,Big Balls;AC/DC,AC/DC,Big Balls
