user_id,track_id
0,0
22,0
47,0
64,0
64,0
82,0
91,0
91,0
91,0
98,0
110,0
110,0
139,0
140,0
151,0
167,0
167,0
167,0
167,0
167,0
167,0
168,0
197,0
198,0
215,0
215,0
226,0
234,0
243,0
243,0
244,0
244,0
251,0
284,0
291,0
300,0
300,0
319,0
320,0
320,0
323,0
323,0
323,0
370,0
387,0
416,0
416,0
416,0
416,0
427,0
444,0
516,0
516,0
544,0
545,0
557,0
583,0
593,0
617,0
632,0
636,0
642,0
696,0
700,0
705,0
736,0
736,0
757,0
770,0
780,0
798,0
808,0
819,0
819,0
850,0
861,0
874,0
878,0
909,0
947,0
948,0
971,0
1017,0
1032,0
1070,0
1099,0
1177,0
1293,0
1296,0
1317,0
1326,0
1409,0
1412,0
1436,0
1436,0
1436,0
1443,0
1488,0
1494,0
1495,0
1505,0
1555,0
1611,0
1676,0
1718,0
1744,0
1751,0
1790,0
1834,0
1838,0
1840,0
1850,0
1850,0
1850,0
1870,0
1918,0
1926,0
1933,0
2010,0
2018,0
2052,0
2127,0
2186,0
2375,0
2386,0
2419,0
2420,0
2422,0
2435,0
2505,0
2538,0
2554,0
2554,0
2566,0
2586,0
2594,0
2637,0
2659,0
2670,0
2699,0
2743,0
2748,0
2783,0
2786,0
2821,0
2920,0
2920,0
3015,0
3023,0
3025,0
3025,0
3025,0
3033,0
3036,0
3037,0
3077,0
3081,0
3162,0
3183,0
3218,0
3226,0
3262,0
3271,0
3275,0
3314,0
3314,0
3314,0
3314,0
3314,0
3314,0
3361,0
3382,0
3396,0
3426,0
3452,0
3486,0
3627,0
3627,0
3681,0
3685,0
3685,0
3685,0
3685,0
3712,0
3859,0
3925,0
3956,0
3978,0
3981,0
4008,0
4014,0
4027,0
4085,0
4086,0
4116,0
4173,0
4192,0
4252,0
4257,0
4257,0
4262,0
4331,0
4337,0
4355,0
4365,0
4382,0
4432,0
4444,0
4444,0
4444,0
4503,0
4523,0
4643,0
4655,0
4691,0
4714,0
4715,0
4744,0
4807,0
4860,0
4862,0
4862,0
4929,0
4939,0
4948,0
4961,0
4989,0
5020,0
5057,0
5136,0
5146,0
5157,0
5187,0
5225,0
5235,0
5301,0
5386,0
5445,0
5456,0
5478,0
5491,0
5491,0
5491,0
5509,0
5581,0
5585,0
5652,0
5653,0
5684,0
5686,0
5713,0
5732,0
5755,0
5774,0
5810,0
5825,0
5976,0
5976,0
5979,0
6182,0
6246,0
6278,0
6279,0
6327,0
6392,0
6397,0
6408,0
6546,0
6676,0
6689,0
6697,0
6781,0
6815,0
6817,0
6834,0
6836,0
6866,0
6875,0
6935,0
6997,0
7061,0
7074,0
7074,0
7148,0
7243,0
7257,0
7260,0
7288,0
7446,0
7477,0
7590,0
7656,0
7656,0
7656,0
7747,0
7806,0
8007,0
8016,0
8272,0
8365,0
8420,0
8420,0
8478,0
8564,0
8570,0
8637,0
8678,0
8687,0
8689,0
8896,0
9101,0
9215,0
9266,0
9280,0
9402,0
9501,0
9581,0
9597,0
9614,0
9627,0
9636,0
9640,0
9981,0
10017,0
10067,0
10094,0
10094,0
10209,0
10209,0
10278,0
10282,0
10359,0
10405,0
10474,0
10559,0
10647,0
10680,0
10698,0
10724,0
10806,0
10878,0
10882,0
10973,0
11139,0
11174,0
11179,0
11257,0
11266,0
11344,0
11348,0
11349,0
11360,0
11490,0
11494,0
11645,0
11677,0
11699,0
11746,0
11762,0
11835,0
11917,0
11921,0
11969,0
12077,0
12077,0
12111,0
12115,0
12142,0
12217,0
12399,0
12427,0
12513,0
12638,0
12641,0
12643,0
12663,0
12774,0
12784,0
12903,0
12922,0
12923,0
12970,0
13026,0
13059,0
13065,0
13174,0
13253,0
13339,0
13422,0
13441,0
13612,0
13626,0
13626,0
13635,0
14179,0
14543,0
14591,0
14724,0
14795,0
14829,0
15014,0
15043,0
15152,0
15257,0
15623,0
15623,0
15643,0
15648,0
16022,0
16110,0
16156,0
16227,0
16245,0
16483,0
16659,0
16754,0
16809,0
16893,0
16958,0
17103,0
17210,0
17210,0
17210,0
17242,0
17252,0
17278,0
17321,0
17337,0
17465,0
17489,0
17530,0
17710,0
17767,0
17819,0
17823,0
17874,0
17901,0
17946,0
17966,0
17976,0
17992,0
18009,0
18104,0
18108,0
18114,0
18144,0
18153,0
18181,0
18181,0
0,3
3,3
22,3
34,3
38,3
50,3
80,3
82,3
85,3
96,3
98,3
98,3
100,3
110,3
110,3
110,3
110,3
139,3
139,3
178,3
183,3
198,3
198,3
226,3
243,3
255,3
279,3
297,3
316,3
323,3
387,3
405,3
416,3
477,3
508,3
529,3
541,3
579,3
611,3
629,3
631,3
632,3
636,3
705,3
705,3
705,3
723,3
757,3
757,3
772,3
785,3
785,3
830,3
850,3
854,3
895,3
920,3
946,3
949,3
954,3
962,3
1017,3
1021,3
1029,3
1037,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1125,3
1127,3
1147,3
1164,3
1169,3
1177,3
1186,3
1186,3
1195,3
1210,3
1211,3
1217,3
1277,3
1289,3
1289,3
1293,3
1325,3
1363,3
1385,3
1387,3
1389,3
1426,3
1432,3
1432,3
1432,3
1445,3
1456,3
1476,3
1484,3
1498,3
1544,3
1551,3
1579,3
1595,3
1614,3
1629,3
1633,3
1649,3
1741,3
1744,3
1766,3
1829,3
1843,3
1853,3
1899,3
1947,3
2010,3
2030,3
2032,3
2079,3
2121,3
2125,3
2144,3
2171,3
2171,3
2188,3
2189,3
2226,3
2276,3
2279,3
2367,3
2462,3
2525,3
2552,3
2554,3
2554,3
2577,3
2620,3
2670,3
2670,3
2679,3
2680,3
2694,3
2737,3
2783,3
2809,3
2838,3
2870,3
2879,3
2880,3
2886,3
2886,3
2909,3
2920,3
2920,3
2920,3
2920,3
2920,3
2933,3
3057,3
3071,3
3095,3
3096,3
3119,3
3195,3
3245,3
3275,3
3286,3
3287,3
3306,3
3361,3
3363,3
3441,3
3441,3
3450,3
3481,3
3485,3
3518,3
3521,3
3693,3
3741,3
3745,3
3755,3
3956,3
3974,3
4026,3
4026,3
4215,3
4249,3
4257,3
4257,3
4257,3
4285,3
4315,3
4357,3
4357,3
4357,3
4357,3
4357,3
4357,3
4357,3
4370,3
4424,3
4578,3
4595,3
4677,3
4768,3
4788,3
4788,3
4878,3
4911,3
4968,3
4968,3
4986,3
4989,3
5047,3
5089,3
5146,3
5221,3
5227,3
5270,3
5273,3
5322,3
5368,3
5409,3
5409,3
5433,3
5491,3
5520,3
5540,3
5574,3
5637,3
5654,3
5714,3
5742,3
5763,3
5772,3
5832,3
5936,3
6002,3
6002,3
6053,3
6053,3
6058,3
6073,3
6143,3
6177,3
6182,3
6242,3
6258,3
6258,3
6366,3
6422,3
6475,3
6480,3
6480,3
6520,3
6537,3
6604,3
6676,3
6697,3
6871,3
6985,3
6987,3
7020,3
7202,3
7325,3
7342,3
7342,3
7363,3
7421,3
7421,3
7440,3
7448,3
7455,3
7549,3
7646,3
7680,3
7686,3
7700,3
7713,3
7715,3
7773,3
7781,3
7986,3
8016,3
8280,3
8340,3
8432,3
8450,3
8486,3
8586,3
8618,3
8618,3
8618,3
8618,3
8641,3
8650,3
8710,3
8789,3
8830,3
8838,3
8861,3
9002,3
9124,3
9301,3
9301,3
9488,3
9488,3
9501,3
9576,3
9645,3
9676,3
9676,3
9804,3
9806,3
9991,3
10085,3
10085,3
10164,3
10201,3
10342,3
10496,3
10550,3
10559,3
10581,3
10633,3
10716,3
10886,3
10912,3
11002,3
11120,3
11143,3
11143,3
11163,3
11190,3
11225,3
11314,3
11348,3
11351,3
11490,3
11589,3
11589,3
11634,3
11673,3
11772,3
11884,3
11890,3
12079,3
12161,3
12217,3
12284,3
12341,3
12355,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12427,3
12428,3
12428,3
12428,3
12429,3
12429,3
12429,3
12522,3
12529,3
12758,3
12775,3
12784,3
12787,3
12857,3
12893,3
12924,3
12924,3
13126,3
13133,3
13210,3
13272,3
13461,3
13556,3
13624,3
13624,3
13772,3
13801,3
13867,3
13942,3
14722,3
14752,3
14768,3
14839,3
15093,3
15128,3
15148,3
15192,3
15260,3
15302,3
15349,3
15350,3
15403,3
15445,3
15501,3
15501,3
15501,3
15501,3
15501,3
15501,3
15501,3
15501,3
15501,3
15501,3
15501,3
15501,3
15501,3
15522,3
15581,3
15913,3
16106,3
16453,3
16476,3
16492,3
16499,3
16542,3
16609,3
16609,3
16609,3
16715,3
16855,3
16959,3
17091,3
17134,3
17312,3
17312,3
17330,3
17374,3
17418,3
17421,3
17437,3
17472,3
17509,3
17552,3
17591,3
17594,3
17688,3
17720,3
17729,3
17748,3
17795,3
17866,3
17874,3
17874,3
17890,3
17901,3
18057,3
18081,3
18104,3
18191,3
18217,3
18245,3
0,2331
226,2331
770,2331
1649,2331
1834,2331
1835,2331
2174,2331
2264,2331
2651,2331
3029,2331
3235,2331
4107,2331
0,5485
183,5485
300,5485
300,5485
316,5485
512,5485
580,5485
580,5485
1268,5485
1649,5485
1895,5485
2470,5485
2570,5485
3262,5485
3377,5485
4116,5485
4192,5485
4281,5485
4337,5485
4468,5485
4468,5485
4801,5485
4801,5485
5832,5485
6848,5485
11212,5485
11689,5485
0,4261
82,4261
96,4261
101,4261
139,4261
151,4261
153,4261
170,4261
198,4261
226,4261
251,4261
309,4261
403,4261
692,4261
705,4261
736,4261
757,4261
770,4261
770,4261
819,4261
855,4261
951,4261
951,4261
1196,4261
1232,4261
1249,4261
1293,4261
1315,4261
1342,4261
1401,4261
1557,4261
1649,4261
1649,4261
1779,4261
1889,4261
2062,4261
2069,4261
2069,4261
2085,4261
2100,4261
2190,4261
2224,4261
2282,4261
2332,4261
2376,4261
2494,4261
2567,4261
2670,4261
2883,4261
2901,4261
2911,4261
2981,4261
2982,4261
2994,4261
3262,4261
3297,4261
3314,4261
3314,4261
3317,4261
3451,4261
3627,4261
3676,4261
3696,4261
3813,4261
3823,4261
4100,4261
4135,4261
4272,4261
4323,4261
4355,4261
4405,4261
4468,4261
4650,4261
4768,4261
4770,4261
4799,4261
4822,4261
4846,4261
4862,4261
5047,4261
5080,4261
5203,4261
5451,4261
5456,4261
5470,4261
5559,4261
5599,4261
5702,4261
5702,4261
5707,4261
5876,4261
5876,4261
5996,4261
6109,4261
6109,4261
6159,4261
6505,4261
6524,4261
6538,4261
6541,4261
6544,4261
6546,4261
6554,4261
6559,4261
6561,4261
6569,4261
6576,4261
6593,4261
6595,4261
6603,4261
6616,4261
6632,4261
6637,4261
6647,4261
7025,4261
7265,4261
7280,4261
7293,4261
7404,4261
7858,4261
8187,4261
8350,4261
8508,4261
8579,4261
8822,4261
9257,4261
9776,4261
9776,4261
10019,4261
10019,4261
10019,4261
10376,4261
10541,4261
10624,4261
10655,4261
10661,4261
10928,4261
10967,4261
11069,4261
11174,4261
11235,4261
12103,4261
12483,4261
12629,4261
12727,4261
12727,4261
12727,4261
12727,4261
12727,4261
12727,4261
12727,4261
12727,4261
12727,4261
12777,4261
12777,4261
13280,4261
14141,4261
15489,4261
15915,4261
16245,4261
17252,4261
17445,4261
0,8680
110,8680
110,8680
320,8680
1177,8680
1186,8680
1191,8680
1850,8680
2372,8680
3119,8680
3235,8680
3286,8680
4689,8680
5301,8680
6674,8680
6697,8680
8175,8680
8659,8680
9444,8680
0,7213
64,7213
64,7213
64,7213
82,7213
158,7213
283,7213
297,7213
303,7213
340,7213
413,7213
491,7213
508,7213
508,7213
512,7213
642,7213
1080,7213
1125,7213
1125,7213
1186,7213
1393,7213
