user_id,new_track_id,play_count,new_user_id
9,10,1,0
9,31,1,0
9,189,1,0
9,387,1,0
9,660,1,0
9,761,1,0
9,1043,1,0
9,1049,3,0
9,1122,1,0
9,1212,1,0
9,1354,1,0
9,1578,1,0
9,1754,1,0
9,1821,1,0
9,2522,2,0
9,2670,1,0
9,2821,1,0
9,3120,1,0
9,3135,1,0
9,3367,1,0
9,3382,1,0
9,3532,1,0
9,4104,1,0
9,4132,2,0
9,4730,1,0
9,4754,1,0
9,5227,1,0
9,5529,1,0
9,5707,1,0
9,6328,1,0
9,6375,1,0
9,6499,1,0
9,6543,1,0
9,6593,1,0
9,6947,1,0
9,7164,1,0
9,7356,1,0
9,7636,1,0
9,7674,1,0
9,7769,1,0
9,8009,1,0
9,8103,1,0
9,8275,1,0
9,8711,1,0
9,9318,1,0
9,9848,2,0
9,9963,1,0
9,10378,1,0
9,10620,1,0
9,10706,1,0
9,11021,1,0
9,11397,1,0
9,11415,1,0
9,12138,1,0
9,14219,1,0
9,14410,1,0
9,14871,1,0
9,15188,1,0
9,15190,1,0
9,15303,1,0
9,15580,1,0
9,15582,2,0
9,15615,1,0
17,18,1,1
17,104,1,1
17,123,2,1
17,749,1,1
17,765,1,1
17,779,1,1
17,786,1,1
17,797,1,1
17,845,1,1
17,968,1,1
17,1357,1,1
17,1426,1,1
17,1481,2,1
17,1606,1,1
17,1814,1,1
17,1847,1,1
17,1862,1,1
17,2183,1,1
17,2477,1,1
17,2600,2,1
17,2629,1,1
17,3139,1,1
17,3153,1,1
17,3186,1,1
17,3603,1,1
17,3762,2,1
17,3857,1,1
17,4578,2,1
17,4671,1,1
17,5069,2,1
17,5572,1,1
17,5942,1,1
17,6332,1,1
17,6379,2,1
17,6759,1,1
17,6808,1,1
17,7163,1,1
17,7227,3,1
17,7235,1,1
17,7262,1,1
17,7356,1,1
17,7460,2,1
17,8247,1,1
17,8258,1,1
17,8271,1,1
17,8277,1,1
17,8295,1,1
17,8614,1,1
17,8638,1,1
17,8679,3,1
17,8795,1,1
17,8954,1,1
17,9311,2,1
17,9407,1,1
17,9538,1,1
17,10190,1,1
17,10581,2,1
17,10695,1,1
17,11138,1,1
17,11231,1,1
17,11286,1,1
17,11558,1,1
17,11933,2,1
17,12049,1,1
17,12434,1,1
17,13131,1,1
17,13278,1,1
17,13525,1,1
17,13673,1,1
17,13738,1,1
17,13794,1,1
17,13809,1,1
28,32,2,2
28,42,1,2
28,98,5,2
28,253,1,2
28,391,1,2
28,460,2,2
28,468,2,2
28,665,1,2
28,786,1,2
28,838,1,2
28,845,1,2
28,898,3,2
28,902,3,2
28,905,1,2
28,907,4,2
28,908,2,2
28,913,1,2
28,916,2,2
28,943,1,2
28,1123,5,2
28,1141,2,2
28,1183,1,2
28,1212,3,2
28,1250,1,2
28,1287,1,2
28,1452,3,2
28,1472,2,2
28,1473,2,2
28,1512,1,2
28,1583,1,2
28,1721,1,2
28,1778,1,2
28,1783,1,2
28,1801,2,2
28,1915,1,2
28,2294,1,2
28,2366,1,2
28,2479,2,2
28,2757,2,2
28,2972,1,2
28,3042,1,2
28,3142,1,2
28,3229,1,2
28,3259,1,2
28,3267,2,2
28,3274,2,2
28,3290,1,2
28,3299,1,2
28,3313,1,2
28,3319,1,2
28,3382,2,2
28,3461,2,2
28,3528,2,2
28,3597,1,2
28,3755,1,2
28,3769,1,2
28,3772,2,2
28,3891,2,2
28,4235,1,2
28,4267,1,2
28,4460,1,2
28,4655,1,2
28,4729,1,2
28,4753,1,2
28,4773,1,2
28,4778,4,2
28,4781,3,2
28,4804,6,2
28,5045,1,2
28,5066,1,2
28,5315,2,2
28,5388,1,2
28,5422,1,2
28,5582,2,2
28,5889,1,2
28,5934,1,2
28,5947,1,2
28,6306,3,2
28,6347,1,2
28,6467,1,2
28,6532,1,2
28,6657,1,2
28,6717,1,2
28,6735,1,2
28,6952,1,2
28,6969,3,2
28,6973,1,2
28,7084,3,2
28,7164,1,2
28,7317,1,2
28,7370,3,2
28,7474,2,2
28,7539,3,2
28,7641,1,2
28,7687,1,2
28,7793,1,2
28,7854,2,2
28,7914,2,2
28,7923,2,2
28,8246,1,2
28,8252,2,2
28,8253,1,2
28,8272,1,2
28,8336,1,2
28,8591,3,2
28,9021,1,2
28,9384,1,2
28,9614,2,2
28,9697,1,2
28,10494,2,2
28,10653,1,2
28,10771,3,2
28,10847,1,2
28,11220,1,2
28,11304,2,2
28,11543,2,2
28,11648,1,2
28,11705,1,2
28,11780,1,2
28,12458,1,2
28,12466,1,2
28,12601,1,2
28,12682,1,2
28,12747,2,2
28,12835,1,2
28,13049,1,2
28,13278,1,2
28,13334,1,2
28,13601,1,2
28,14122,1,2
28,14685,2,2
28,15116,1,2
28,15500,1,2
28,15539,1,2
28,15571,1,2
28,15572,1,2
28,15573,1,2
28,15574,1,2
28,15575,1,2
39,4,1,3
39,44,1,3
39,679,1,3
39,904,1,3
39,1529,1,3
39,2026,1,3
39,2153,1,3
39,2928,1,3
39,4052,1,3
39,4076,1,3
39,4493,1,3
39,6084,1,3
39,7756,1,3
39,8338,1,3
39,8927,1,3
39,9751,1,3
39,9863,1,3
39,9946,1,3
39,10262,1,3
39,10930,1,3
39,14275,1,3
56,9,1,4
56,62,1,4
56,64,1,4
56,69,3,4
56,79,1,4
56,126,2,4
56,154,1,4
56,183,1,4
56,204,2,4
56,228,1,4
56,293,2,4
56,352,1,4
56,431,1,4
56,448,2,4
56,483,1,4
56,488,1,4
56,507,1,4
56,510,1,4
56,527,1,4
56,540,1,4
56,544,4,4
56,547,1,4
56,551,1,4
56,692,1,4
56,732,1,4
56,787,1,4
56,1018,1,4
56,1041,1,4
56,1062,1,4
56,1109,1,4
56,1254,1,4
56,1279,1,4
56,1311,1,4
56,1328,1,4
56,1374,1,4
56,1457,1,4
56,1519,1,4
56,1634,1,4
56,1662,1,4
56,1707,2,4
56,1809,1,4
56,2072,1,4
56,2077,1,4
56,2101,1,4
56,2165,1,4
56,2231,1,4
56,2390,1,4
56,2475,1,4
56,2573,1,4
56,2619,1,4
56,2637,3,4
56,2693,3,4
56,2715,2,4
56,2819,1,4
56,2890,1,4
56,2956,1,4
56,3077,2,4
56,3164,1,4
56,3171,1,4
56,3268,2,4
56,3338,1,4
56,3379,1,4
56,3543,2,4
56,3576,1,4
56,3732,1,4
56,3857,2,4
56,3881,1,4
56,3946,1,4
56,4050,1,4
56,4081,1,4
56,4119,5,4
56,4178,1,4
56,4193,3,4
56,4194,1,4
56,4205,1,4
56,4216,1,4
56,4382,1,4
56,4628,1,4
56,5057,1,4
56,5088,1,4
56,5199,1,4
56,5244,1,4
56,5394,1,4
56,5409,1,4
56,5516,1,4
56,5702,1,4
56,5772,2,4
56,5796,1,4
56,5995,1,4
56,6230,1,4
56,6363,1,4
56,6496,1,4
56,6629,1,4
56,6681,1,4
56,6786,1,4
56,6831,1,4
56,6881,2,4
56,6885,1,4
56,7021,1,4
56,7320,1,4
56,7348,2,4
56,7377,1,4
56,7434,1,4
56,7528,1,4
56,7542,1,4
56,7731,1,4
56,8086,1,4
56,8107,1,4
56,8420,1,4
56,8525,1,4
56,8722,1,4
56,8958,1,4
56,8982,1,4
56,9004,1,4
56,9093,1,4
56,9430,1,4
56,9459,1,4
56,9604,1,4
56,10243,2,4
56,10353,1,4
56,10448,1,4
56,10468,1,4
56,10476,1,4
56,10608,2,4
56,10735,1,4
56,10897,1,4
56,10924,1,4
56,11408,1,4
56,11506,1,4
56,11821,1,4
56,11836,3,4
56,11875,1,4
56,11977,1,4
56,11986,2,4
56,12148,1,4
56,12677,1,4
56,12722,2,4
56,13116,2,4
56,13117,1,4
56,13454,1,4
56,13613,1,4
56,13799,1,4
56,13957,1,4
56,14020,1,4
56,14265,2,4
56,14391,1,4
56,14409,1,4
56,15108,1,4
56,15130,1,4
56,15244,1,4
56,15353,1,4
56,15441,1,4
56,15513,1,4
60,66,1,5
60,202,1,5
60,391,1,5
60,510,1,5
60,1124,1,5
60,1263,1,5
60,1617,1,5
60,1731,1,5
60,1792,1,5
60,1830,1,5
60,1911,3,5
60,2166,1,5
60,2214,1,5
60,2312,2,5
60,2550,1,5
60,3164,2,5
60,3296,2,5
60,3661,1,5
60,3881,1,5
60,3936,1,5
60,4232,1,5
60,5151,1,5
60,5680,1,5
60,5681,1,5
60,5690,1,5
60,5854,1,5
60,5962,1,5
60,6012,3,5
60,6151,1,5
60,6245,3,5
60,6573,2,5
60,7020,1,5
60,7372,3,5
60,7532,1,5
60,7675,2,5
60,7692,1,5
60,7786,1,5
60,7934,1,5
60,7963,1,5
60,8068,1,5
60,8195,1,5
60,8428,1,5
60,8503,1,5
60,9301,2,5
60,9326,1,5
60,9805,1,5
60,10125,4,5
60,10127,1,5
60,10134,2,5
60,10351,1,5
60,10409,1,5
60,10664,2,5
60,10709,1,5
60,11205,1,5
60,11289,1,5
60,11649,1,5
60,11653,1,5
60,11675,1,5
60,11769,1,5
60,12172,3,5
60,12533,1,5
60,12558,1,5
60,12805,1,5
60,13064,1,5
60,13681,1,5
60,13904,1,5
60,14025,2,5
60,14136,2,5
60,14853,1,5
64,0,2,6
64,4,2,6
64,34,1,6
64,70,1,6
64,71,3,6
64,74,6,6
64,75,3,6
64,86,1,6
64,116,4,6
64,119,2,6
64,253,1,6
64,265,1,6
64,287,1,6
64,289,1,6
64,290,1,6
64,300,6,6
64,351,1,6
64,359,3,6
64,397,3,6
64,501,2,6
64,555,1,6
64,571,1,6
64,575,1,6
64,637,1,6
64,663,1,6
64,679,3,6
64,783,3,6
64,820,2,6
64,829,8,6
64,842,4,6
64,845,3,6
64,852,1,6
64,888,1,6
64,891,2,6
64,901,1,6
64,933,1,6
64,951,1,6
64,957,1,6
64,994,1,6
64,1037,1,6
64,1096,1,6
64,1111,1,6
64,1176,1,6
64,1211,1,6
64,1268,1,6
64,1291,1,6
64,1300,1,6
64,1315,1,6
64,1435,1,6
64,1451,1,6
64,1479,1,6
64,1481,1,6
64,1493,1,6
64,1502,1,6
64,1551,1,6
64,1557,1,6
64,1610,1,6
64,1702,3,6
64,1710,1,6
64,1719,3,6
64,1786,1,6
64,1814,2,6
64,1901,2,6
64,1910,1,6
64,1915,1,6
64,1975,2,6
64,1980,1,6
64,1984,1,6
64,2024,1,6
64,2039,2,6
64,2056,1,6
64,2217,1,6
64,2340,1,6
64,2347,1,6
64,2351,1,6
64,2383,2,6
64,2430,2,6
64,2477,3,6
64,2521,1,6
64,2575,1,6
64,2588,1,6
64,2629,2,6
64,2639,1,6
64,2645,1,6
64,2667,2,6
64,2741,2,6
64,2753,1,6
64,2777,2,6
64,2792,1,6
64,2881,1,6
64,2902,1,6
64,2981,1,6
64,3018,1,6
64,3050,1,6
64,3188,1,6
64,3215,2,6
64,3274,1,6
64,3402,1,6
64,3421,1,6
64,3458,1,6
64,3461,1,6
64,3477,1,6
64,3496,1,6
64,3758,1,6
64,3949,2,6
64,3965,1,6
64,3993,4,6
64,4092,1,6
64,4104,1,6
64,4124,2,6
64,4190,1,6
64,4240,2,6
64,4241,1,6
64,4249,1,6
64,4266,1,6
64,4301,2,6
