user_id,new_track_id,play_count,new_user_id
6,7,1,0
6,562,1,0
6,1119,1,0
6,5570,1,0
6,6158,1,0
6,7097,2,0
6,8547,1,0
6,12984,1,0
27,29,2,1
27,245,1,1
27,403,1,1
27,537,1,1
27,792,1,1
27,977,2,1
27,1188,1,1
27,1361,2,1
27,1368,1,1
27,1400,4,1
27,1411,1,1
27,1530,1,1
27,1567,1,1
27,1769,1,1
27,3726,1,1
27,4029,1,1
27,4387,1,1
27,4409,1,1
27,4603,1,1
27,5306,1,1
27,6507,2,1
27,6783,1,1
27,7286,1,1
27,7775,1,1
27,8186,1,1
27,8293,2,1
27,8453,1,1
27,9224,1,1
27,9227,2,1
27,9514,1,1
27,10862,2,1
27,10911,1,1
27,10955,1,1
27,11788,1,1
27,12365,1,1
27,13127,1,1
27,15073,1,1
27,15108,1,1
31,26,1,2
31,35,1,2
31,253,1,2
31,854,1,2
31,11087,1,2
44,49,1,3
44,363,1,3
44,930,1,3
44,1402,1,3
44,1665,1,3
44,2215,1,3
44,2697,1,3
44,3162,1,3
44,5871,1,3
79,92,3,4
79,205,1,4
79,840,1,4
79,903,1,4
79,1120,1,4
79,1199,1,4
79,1313,1,4
79,1488,1,4
79,2219,1,4
79,2741,1,4
79,3829,1,4
79,4252,1,4
79,4614,1,4
79,6265,1,4
79,6761,1,4
79,7026,1,4
79,7259,1,4
79,8094,1,4
79,8770,2,4
79,10107,1,4
79,10564,1,4
79,11020,1,4
79,11354,1,4
79,11569,2,4
79,12006,1,4
79,12008,1,4
79,12060,1,4
79,12177,2,4
79,13291,1,4
79,13969,1,4
79,14017,1,4
80,3,1,5
80,47,1,5
80,255,1,5
80,373,1,5
80,403,1,5
80,2898,1,5
80,5682,1,5
80,6160,1,5
80,9345,1,5
80,9694,1,5
80,9985,1,5
80,10565,1,5
106,124,1,6
106,128,1,6
106,131,1,6
106,245,1,6
106,332,1,6
106,1632,1,6
106,1868,1,6
106,1981,1,6
106,2028,1,6
106,2346,1,6
106,4354,1,6
106,4449,1,6
106,5940,1,6
106,7281,1,6
106,8952,1,6
106,10747,1,6
106,10910,1,6
106,11277,1,6
106,11408,1,6
106,11478,1,6
106,13558,1,6
106,14466,1,6
114,19,1,7
114,137,1,7
114,342,1,7
114,571,1,7
114,1961,1,7
114,2902,1,7
114,4736,1,7
114,6020,1,7
141,74,1,8
141,973,1,8
141,2669,1,8
141,4088,1,8
141,5941,1,8
141,11119,1,8
147,179,1,9
147,191,1,9
147,2795,1,9
147,3395,1,9
147,4838,1,9
147,5330,1,9
147,5374,1,9
147,6094,1,9
147,6264,1,9
147,8265,1,9
147,8761,1,9
147,12014,1,9
195,79,1,10
195,194,1,10
195,240,1,10
195,245,1,10
195,271,2,10
195,568,2,10
195,616,2,10
195,1822,1,10
195,2769,2,10
195,7947,1,10
195,13727,1,10
195,14517,2,10
195,14827,1,10
195,14940,1,10
202,597,1,11
202,930,1,11
202,3252,1,11
202,3295,1,11
202,3758,1,11
202,5435,1,11
202,6499,1,11
202,7164,1,11
202,7474,1,11
202,11301,1,11
202,11569,1,11
220,269,1,12
220,2386,1,12
220,2583,2,12
220,2956,2,12
220,3279,1,12
220,4880,1,12
220,5920,1,12
220,8738,1,12
220,8740,1,12
227,8,1,13
227,277,1,13
227,6054,1,13
227,7144,1,13
227,12145,1,13
227,14905,1,13
240,40,1,14
240,204,3,14
240,291,2,14
240,507,2,14
240,703,1,14
240,1035,1,14
240,1062,1,14
240,1370,1,14
240,1376,1,14
240,1493,2,14
240,3171,1,14
240,3675,1,14
240,3793,1,14
240,3820,1,14
240,3944,1,14
240,4892,3,14
240,5061,2,14
240,5124,2,14
240,5612,1,14
240,5890,3,14
240,6491,2,14
240,7126,1,14
240,7318,1,14
240,8057,1,14
240,8588,1,14
240,8758,1,14
251,0,1,15
251,4,2,15
251,134,1,15
251,137,1,15
251,306,1,15
251,507,1,15
251,645,1,15
251,840,1,15
251,887,1,15
251,1035,1,15
251,1070,1,15
251,1121,1,15
251,1122,2,15
251,1429,1,15
251,1579,1,15
251,1667,1,15
251,1678,1,15
251,1910,1,15
251,2115,1,15
251,2273,1,15
251,2432,1,15
251,2902,1,15
251,2998,1,15
251,3965,1,15
251,4208,1,15
251,4261,1,15
251,4546,1,15
251,4672,1,15
251,4800,1,15
251,5236,1,15
251,6907,1,15
251,7012,1,15
251,7175,1,15
251,10936,1,15
251,11345,1,15
251,11700,1,15
251,13173,1,15
251,14587,2,15
251,15750,1,15
254,34,1,16
254,319,2,16
254,761,1,16
254,1238,1,16
254,1404,1,16
254,1963,1,16
254,2235,1,16
254,2345,1,16
254,2608,1,16
254,2816,1,16
254,2831,1,16
254,3069,1,16
254,3481,1,16
254,3584,1,16
254,3678,1,16
254,3734,1,16
254,3817,1,16
254,4066,2,16
254,4070,1,16
254,4103,1,16
254,4890,1,16
