user_id,new_track_id,play_count,new_user_id
6,7,1,0
6,776,1,0
6,1029,1,0
6,1119,1,0
6,5570,1,0
6,6158,1,0
6,7097,2,0
6,8547,1,0
7,8,9,1
7,30,8,1
7,50,9,1
7,57,7,1
7,125,7,1
7,138,11,1
7,163,9,1
7,183,10,1
7,217,6,1
7,228,8,1
7,230,1,1
7,239,8,1
7,286,9,1
7,293,6,1
7,307,6,1
7,322,6,1
7,353,6,1
7,365,6,1
7,377,7,1
7,398,9,1
7,403,7,1
7,439,10,1
7,478,5,1
7,482,7,1
7,483,8,1
7,500,9,1
7,507,1,1
7,512,5,1
7,527,7,1
7,545,7,1
7,622,10,1
7,650,9,1
7,689,12,1
7,731,9,1
7,743,7,1
7,771,9,1
7,787,5,1
7,893,10,1
7,953,5,1
7,960,8,1
7,1058,6,1
7,1188,10,1
7,1259,9,1
7,6767,1,1
12,13,1,2
12,96,1,2
12,586,1,2
12,6556,1,2
12,6694,1,2
12,6747,1,2
12,8505,1,2
12,8594,1,2
18,102,1,3
18,507,1,3
18,690,1,3
18,1122,1,3
18,1314,1,3
18,1319,1,3
18,1321,1,3
18,2124,1,3
18,2337,1,3
18,2471,1,3
18,2591,1,3
18,2773,1,3
18,3092,1,3
18,3181,1,3
18,3764,1,3
18,3766,1,3
18,4246,1,3
18,5196,1,3
18,5325,1,3
18,5668,1,3
18,6502,1,3
18,6965,1,3
18,9032,2,3
18,9529,1,3
18,14232,1,3
18,15620,1,3
24,25,1,4
24,854,2,4
24,2910,1,4
24,3123,1,4
24,5422,1,4
24,5573,1,4
24,6930,1,4
24,8679,1,4
24,9078,1,4
24,9788,1,4
24,10842,1,4
24,12809,1,4
24,13466,1,4
24,13876,1,4
24,13968,1,4
24,14941,1,4
24,15134,1,4
24,15382,1,4
24,15540,1,4
24,15582,1,4
26,27,4,5
26,78,1,5
26,628,1,5
26,5469,2,5
26,5471,1,5
26,8401,1,5
26,9002,1,5
26,9889,2,5
26,14214,1,5
26,14269,1,5
26,14519,1,5
26,14801,1,5
26,15354,1,5
39,4,1,6
39,44,1,6
39,679,1,6
39,904,1,6
39,1529,1,6
39,2026,1,6
39,2153,1,6
39,2928,1,6
39,4052,1,6
39,4076,1,6
39,6084,1,6
39,7756,1,6
39,8338,1,6
39,8927,1,6
39,9946,1,6
39,10262,1,6
